EyeTotalDuration_TOR_FrontOnly,EyeCount_TOR_FrontOnly,EyeTotalDuration_TOR,EyeCount_TOR,class_tf,fileIDs
12,3,38,11,1,S09_02_conversation_CANData
4,1,46,2,2,S09_02_drink_CANData
4,1,26,5,2,S09_02_texting_CANData
0,0,14,2,2,S09_03_Movie_CANData
0,0,28,5,0,S09_03_NoNDRT_CANData
1,1,26,2,1,S09_03_conversation_CANData
9,5,37,10,1,S09_03_drink_CANData
12,2,19,4,2,S09_03_texting_CANData
50,4,82,8,2,S10_01_Movie_CANData
86,5,91,6,2,S10_01_NoNDRT_CANData
36,3,76,6,2,S10_01_conversation_CANData
65,5,69,6,2,S10_01_drink_CANData
107,7,134,11,2,S10_01_texting_CANData
39,5,75,7,2,S10_02_Movie_CANData
14,3,17,4,0,S10_02_NoNDRT_CANData
36,3,47,5,0,S10_02_conversation_CANData
60,4,64,5,2,S10_02_drink_CANData
44,3,69,8,2,S10_02_texting_CANData
38,3,87,6,2,S10_03_Movie_CANData
40,4,63,7,0,S10_03_NoNDRT_CANData
10,2,16,3,0,S10_03_conversation_CANData
24,2,41,4,0,S10_03_drink_CANData
20,2,22,4,0,S10_03_texting_CANData
17,1,75,5,1,S11_01_Movie_CANData
22,3,72,9,1,S11_01_NoNDRT_CANData
40,2,75,6,1,S11_01_conversation_CANData
39,6,70,9,2,S11_01_drink_CANData
28,2,35,4,2,S11_01_texting_CANData
20,1,76,2,1,S11_02_Movie_CANData
76,2,79,3,1,S11_02_NoNDRT_CANData
31,4,52,6,0,S11_02_conversation_CANData
34,4,63,8,2,S11_02_drink_CANData
2,1,2,1,2,S11_02_texting_CANData
2,1,3,2,2,S11_03_Movie_CANData
68,2,81,5,1,S11_03_NoNDRT_CANData
15,2,17,3,0,S11_03_conversation_CANData
9,2,9,2,2,S11_03_drink_CANData
36,1,37,2,2,S11_03_texting_CANData
28,3,28,3,0,S12_01_NoNDRT_CANData
19,2,23,5,1,S12_01_conversation_CANData
32,3,33,4,2,S12_01_drink_CANData
9,1,14,2,2,S12_01_texting_CANData
16,1,16,1,2,S12_02_Movie_CANData
18,2,19,3,1,S12_02_NoNDRT_CANData
15,3,15,3,2,S12_02_conversation_CANData
25,2,25,2,2,S12_02_drink_CANData
7,2,8,3,2,S12_02_texting_CANData
20,2,20,2,2,S12_03_Movie_CANData
55,4,55,4,2,S12_03_NoNDRT_CANData
6,3,6,3,1,S12_03_conversation_CANData
16,1,16,1,2,S12_03_drink_CANData
10,2,10,2,2,S12_03_texting_CANData
27,2,123,6,2,S13_01_Movie_CANData
28,3,78,7,1,S13_01_NoNDRT_CANData
18,2,39,7,2,S13_01_conversation_CANData
0,0,29,7,2,S13_01_drink_CANData
17,2,27,6,2,S13_01_texting_CANData
1,1,41,4,1,S13_02_Movie_CANData
20,1,66,7,0,S13_02_NoNDRT_CANData
0,0,4,4,1,S13_02_conversation_CANData
7,1,18,5,2,S13_02_drink_CANData
1,1,4,2,2,S13_02_texting_CANData
21,2,94,5,2,S13_03_Movie_CANData
27,5,35,7,1,S13_03_NoNDRT_CANData
46,4,76,8,1,S13_03_conversation_CANData
0,0,0,0,2,S13_03_drink_CANData
2,2,28,5,2,S13_03_texting_CANData
19,2,20,3,2,S14_01_Movie_CANData
20,6,39,10,0,S14_01_NoNDRT_CANData
32,2,47,5,1,S14_01_conversation_CANData
31,2,35,4,0,S14_01_drink_CANData
16,5,19,7,0,S14_01_texting_CANData
12,2,13,3,0,S14_02_Movie_CANData
41,3,50,7,0,S14_02_NoNDRT_CANData
35,5,38,8,0,S14_02_conversation_CANData
22,3,24,5,0,S14_02_drink_CANData
23,2,34,6,0,S14_02_texting_CANData
20,2,24,4,2,S14_03_Movie_CANData
33,6,39,8,0,S14_03_NoNDRT_CANData
18,3,28,5,0,S14_03_conversation_CANData
15,1,19,2,0,S14_03_drink_CANData
12,4,13,5,0,S14_03_texting_CANData
34,2,91,8,2,S15_01_Movie_CANData
56,2,77,6,1,S15_01_NoNDRT_CANData
22,2,23,3,2,S15_01_conversation_CANData
25,1,56,5,0,S15_01_drink_CANData
22,3,63,6,2,S15_01_texting_CANData
17,2,57,7,0,S15_02_Movie_CANData
20,1,51,6,0,S15_02_NoNDRT_CANData
53,3,68,8,1,S15_02_conversation_CANData
31,2,64,6,1,S15_02_drink_CANData
26,1,41,3,1,S15_02_texting_CANData
19,2,86,5,2,S15_03_Movie_CANData
63,4,74,6,1,S15_03_NoNDRT_CANData
18,6,23,8,1,S15_03_conversation_CANData
33,3,61,7,0,S15_03_drink_CANData
26,2,56,5,0,S15_03_texting_CANData
41,2,88,6,2,S16_01_Movie_CANData
57,2,71,6,1,S16_01_NoNDRT_CANData
48,5,78,9,2,S16_01_conversation_CANData
37,3,56,7,2,S16_01_drink_CANData
27,5,63,11,2,S16_01_texting_CANData
3,2,3,2,0,S16_02_Movie_CANData
25,2,63,4,0,S16_02_NoNDRT_CANData
38,2,83,9,1,S16_02_conversation_CANData
23,3,60,8,1,S16_02_drink_CANData
39,5,63,9,2,S16_02_texting_CANData
24,4,47,9,2,S16_03_Movie_CANData
38,3,66,8,0,S16_03_NoNDRT_CANData
15,1,22,2,0,S16_03_conversation_CANData
44,5,62,8,2,S16_03_drink_CANData
15,6,35,10,2,S16_03_texting_CANData
40,3,76,9,1,S17_01_Movie_CANData
48,4,81,10,1,S17_01_NoNDRT_CANData
41,3,72,8,1,S17_01_conversation_CANData
27,2,65,4,0,S17_01_drink_CANData
32,5,73,8,1,S17_01_texting_CANData
27,3,62,6,0,S17_02_Movie_CANData
30,3,70,6,1,S17_02_NoNDRT_CANData
36,1,49,5,1,S17_02_conversation_CANData
30,5,69,11,1,S17_02_drink_CANData
29,5,66,14,2,S17_02_texting_CANData
66,3,88,4,2,S17_03_Movie_CANData
53,4,60,5,0,S17_03_NoNDRT_CANData
54,3,75,6,1,S17_03_conversation_CANData
25,4,63,8,0,S17_03_drink_CANData
14,3,47,12,0,S17_03_texting_CANData
8,1,52,14,1,S18_01_Movie_CANData
51,5,66,8,1,S18_01_NoNDRT_CANData
24,3,57,8,2,S18_01_conversation_CANData
44,3,51,6,2,S18_01_drink_CANData
17,1,22,4,2,S18_01_texting_CANData
0,0,33,5,1,S18_02_Movie_CANData
34,3,61,4,1,S18_02_NoNDRT_CANData
19,2,43,4,1,S18_02_conversation_CANData
15,3,67,7,1,S18_02_drink_CANData
13,3,36,7,2,S18_02_texting_CANData
28,3,52,5,0,S18_03_NoNDRT_CANData
0,0,19,3,0,S18_03_conversation_CANData
0,0,42,4,0,S18_03_drink_CANData
0,0,53,16,2,S18_03_texting_CANData
24,3,93,10,2,S19_01_Movie_CANData
75,4,118,8,2,S19_01_NoNDRT_CANData
28,4,50,8,2,S19_01_conversation_CANData
45,3,74,7,1,S19_01_drink_CANData
34,3,53,7,2,S19_01_texting_CANData
30,5,76,12,2,S19_02_Movie_CANData
26,3,46,8,0,S19_02_NoNDRT_CANData
17,2,57,7,1,S19_02_conversation_CANData
41,3,72,9,2,S19_02_drink_CANData
51,4,78,9,2,S19_02_texting_CANData
30,2,102,5,2,S19_03_Movie_CANData
30,2,54,4,0,S19_03_NoNDRT_CANData
45,3,77,6,1,S19_03_conversation_CANData
35,2,77,6,2,S19_03_drink_CANData
11,2,43,7,2,S19_03_texting_CANData
17,4,57,7,1,S20_01_Movie_CANData
34,4,51,8,0,S20_01_NoNDRT_CANData
24,1,34,5,0,S20_01_conversation_CANData
11,1,19,2,0,S20_01_drink_CANData
39,3,53,7,0,S20_01_texting_CANData
19,3,86,10,2,S20_02_Movie_CANData
37,3,54,6,0,S20_02_NoNDRT_CANData
19,3,34,5,0,S20_02_conversation_CANData
63,3,77,7,1,S20_02_drink_CANData
30,2,53,7,0,S20_02_texting_CANData
35,3,93,10,2,S20_03_Movie_CANData
25,2,36,5,0,S20_03_NoNDRT_CANData
27,1,39,2,0,S20_03_conversation_CANData
22,2,36,4,0,S20_03_drink_CANData
17,3,36,7,0,S20_03_texting_CANData
10,1,13,3,2,S21_01_Movie_CANData
50,3,57,9,1,S21_01_NoNDRT_CANData
25,4,39,8,0,S21_01_conversation_CANData
23,4,37,8,1,S21_01_drink_CANData
18,3,23,6,1,S21_01_texting_CANData
10,2,20,9,0,S21_02_Movie_CANData
25,5,39,10,0,S21_02_NoNDRT_CANData
36,4,39,7,0,S21_02_conversation_CANData
23,2,24,3,0,S21_02_drink_CANData
25,5,28,8,2,S21_02_texting_CANData
0,0,0,0,2,S21_03_Movie_CANData
28,3,29,4,0,S21_03_NoNDRT_CANData
0,0,0,0,0,S21_03_conversation_CANData
28,2,31,4,0,S21_03_drink_CANData
7,2,7,2,1,S21_03_texting_CANData
1,1,1,1,2,S22_01_Movie_CANData
35,4,87,9,2,S22_01_NoNDRT_CANData
8,3,12,6,2,S22_01_drink_CANData
0,0,0,0,2,S22_01_texting_CANData
1,1,46,12,2,S22_02_Movie_CANData
0,0,1,1,1,S22_02_NoNDRT_CANData
1,1,4,3,1,S22_02_conversation_CANData
0,0,6,4,2,S22_02_drink_CANData
5,1,76,9,1,S22_02_texting_CANData
0,0,0,0,2,S22_03_Movie_CANData
9,1,72,13,1,S22_03_NoNDRT_CANData
2,2,31,3,2,S22_03_drink_CANData
0,0,5,4,2,S22_03_texting_CANData
14,4,60,9,2,S23_01_Movie_CANData
34,1,55,4,1,S23_01_NoNDRT_CANData
17,3,42,11,2,S23_01_conversation_CANData
6,4,19,9,2,S23_01_drink_CANData
18,6,20,8,2,S23_01_texting_CANData
1,1,26,10,2,S23_02_Movie_CANData
52,9,62,17,1,S23_02_NoNDRT_CANData
2,2,2,2,2,S23_02_conversation_CANData
45,4,47,6,2,S23_02_drink_CANData
21,6,37,15,2,S23_02_texting_CANData
2,2,11,9,2,S23_03_Movie_CANData
53,8,70,15,2,S23_03_NoNDRT_CANData
10,8,16,14,1,S23_03_conversation_CANData
25,6,54,13,2,S23_03_drink_CANData
11,8,33,21,2,S23_03_texting_CANData
36,8,109,13,2,S24_01_Movie_CANData
20,8,24,11,1,S24_01_NoNDRT_CANData
2,1,3,2,1,S24_01_conversation_CANData
4,4,14,6,0,S24_01_drink_CANData
0,0,0,0,1,S24_01_texting_CANData
7,4,7,4,0,S24_02_NoNDRT_CANData
0,0,0,0,0,S24_02_conversation_CANData
3,3,11,5,0,S24_02_drink_CANData
0,0,0,0,2,S24_02_texting_CANData
15,2,17,3,1,S24_03_Movie_CANData
0,0,0,0,0,S24_03_NoNDRT_CANData
0,0,0,0,0,S24_03_conversation_CANData
0,0,0,0,0,S24_03_drink_CANData
7,2,10,4,0,S24_03_texting_CANData
36,1,42,2,0,S25_01_Movie_CANData
59,1,59,1,0,S25_01_NoNDRT_CANData
63,1,64,2,0,S25_01_conversation_CANData
53,3,63,6,0,S25_01_drink_CANData
38,4,65,9,0,S25_01_texting_CANData
28,1,55,5,0,S25_02_Movie_CANData
57,3,59,5,0,S25_02_NoNDRT_CANData
42,6,48,8,0,S25_02_conversation_CANData
45,2,48,3,0,S25_02_drink_CANData
31,2,42,8,0,S25_02_texting_CANData
44,3,58,7,0,S25_03_NoNDRT_CANData
48,2,56,5,0,S25_03_conversation_CANData
30,4,45,6,0,S25_03_drink_CANData
0,0,25,13,0,S25_03_texting_CANData
43,3,89,10,2,S26_01_Movie_CANData
56,5,63,10,1,S26_01_NoNDRT_CANData
22,2,54,6,0,S26_01_conversation_CANData
38,3,63,9,1,S26_01_drink_CANData
43,4,70,12,2,S26_01_texting_CANData
50,4,85,7,2,S26_02_Movie_CANData
47,3,62,6,0,S26_02_NoNDRT_CANData
9,3,33,9,0,S26_02_conversation_CANData
39,2,60,4,1,S26_02_drink_CANData
28,6,39,10,1,S26_02_texting_CANData
26,4,52,10,0,S26_03_NoNDRT_CANData
27,3,35,5,0,S26_03_conversation_CANData
47,3,65,7,0,S26_03_drink_CANData
53,3,60,6,1,S26_03_texting_CANData
78,4,94,8,2,S27_01_Movie_CANData
63,3,80,6,1,S27_01_NoNDRT_CANData
84,6,114,12,2,S27_01_conversation_CANData
61,3,73,6,1,S27_01_drink_CANData
54,4,70,7,2,S27_01_texting_CANData
33,2,66,4,1,S27_02_Movie_CANData
57,4,84,6,1,S27_02_NoNDRT_CANData
68,4,79,6,1,S27_02_conversation_CANData
66,3,80,5,1,S27_02_drink_CANData
46,3,59,7,2,S27_02_texting_CANData
27,4,119,6,2,S27_03_Movie_CANData
44,2,74,4,1,S27_03_NoNDRT_CANData
55,5,70,7,2,S27_03_conversation_CANData
45,3,64,7,1,S27_03_drink_CANData
44,3,53,5,2,S27_03_texting_CANData
3,1,91,7,2,S28_01_Movie_CANData
33,2,77,6,1,S28_01_NoNDRT_CANData
0,0,0,0,1,S28_01_conversation_CANData
33,2,62,10,1,S28_01_drink_CANData
4,3,20,6,2,S28_01_texting_CANData
12,1,69,10,2,S28_02_Movie_CANData
17,2,36,7,0,S28_02_NoNDRT_CANData
7,2,26,7,2,S28_02_conversation_CANData
34,3,70,7,1,S28_02_drink_CANData
25,1,37,4,2,S28_02_texting_CANData
2,2,6,6,2,S28_03_Movie_CANData
36,1,78,6,1,S28_03_NoNDRT_CANData
19,5,29,9,1,S28_03_conversation_CANData
21,4,27,8,1,S28_03_drink_CANData
20,1,36,7,1,S28_03_texting_CANData
5,2,14,5,0,S29_01_Movie_CANData
9,5,9,5,0,S29_01_NoNDRT_CANData
3,2,4,3,2,S29_01_conversation_CANData
49,4,66,7,0,S29_01_drink_CANData
28,4,46,8,1,S29_01_texting_CANData
5,4,16,8,0,S29_02_Movie_CANData
61,6,66,7,1,S29_02_NoNDRT_CANData
0,0,0,0,0,S29_02_conversation_CANData
0,0,2,1,2,S29_02_drink_CANData
15,3,15,3,2,S29_02_texting_CANData
22,3,59,7,2,S29_03_Movie_CANData
34,3,42,5,0,S29_03_NoNDRT_CANData
2,2,2,2,0,S29_03_conversation_CANData
17,2,19,3,1,S29_03_drink_CANData
17,1,18,2,2,S29_03_texting_CANData
2,1,77,7,2,S30_01_Movie_CANData
39,2,91,7,2,S30_01_NoNDRT_CANData
4,2,50,5,2,S30_01_conversation_CANData
17,3,39,8,2,S30_01_drink_CANData
41,5,99,9,2,S30_01_texting_CANData
11,1,72,4,1,S30_02_Movie_CANData
19,1,77,5,1,S30_02_NoNDRT_CANData
35,3,80,6,2,S30_02_conversation_CANData
4,2,24,5,1,S30_02_drink_CANData
18,1,75,5,1,S30_02_texting_CANData
2,2,44,7,2,S30_03_Movie_CANData
34,3,70,5,1,S30_03_NoNDRT_CANData
18,3,60,5,0,S30_03_conversation_CANData
0,0,61,1,1,S30_03_drink_CANData
21,4,43,9,2,S30_03_texting_CANData
8,2,31,4,0,S31_01_Movie_CANData
34,4,56,7,1,S31_01_NoNDRT_CANData
0,0,0,0,0,S31_01_conversation_CANData
19,3,21,5,0,S31_01_drink_CANData
37,4,39,5,0,S31_01_texting_CANData
0,0,9,3,0,S31_02_Movie_CANData
6,2,6,2,0,S31_02_NoNDRT_CANData
5,2,5,2,0,S31_02_conversation_CANData
0,0,0,0,1,S31_02_drink_CANData
30,4,35,5,0,S31_02_texting_CANData
66,8,117,11,2,S31_03_Movie_CANData
29,2,30,3,0,S31_03_NoNDRT_CANData
0,0,0,0,0,S31_03_conversation_CANData
0,0,0,0,0,S31_03_drink_CANData
31,2,37,3,0,S31_03_texting_CANData
33,2,56,7,0,S32_01_Movie_CANData
65,2,70,4,0,S32_01_NoNDRT_CANData
44,3,70,7,1,S32_01_conversation_CANData
23,1,38,4,0,S32_01_drink_CANData
40,2,65,5,1,S32_01_texting_CANData
40,2,65,5,1,S32_01_texting_CANData_DESKTOP-59B5B6O_9-30-155828-2018_Conflict
23,1,80,3,1,S32_02_Movie_CANData
61,2,74,4,1,S32_02_NoNDRT_CANData
1,1,3,2,1,S32_02_conversation_CANData
43,2,75,5,1,S32_02_drink_CANData
58,2,68,6,1,S32_02_texting_CANData
17,1,65,6,0,S32_03_Movie_CANData
68,3,72,4,1,S32_03_NoNDRT_CANData
61,2,65,5,1,S32_03_conversation_CANData
38,4,46,6,0,S32_03_drink_CANData
42,2,57,6,0,S32_03_texting_CANData
23,2,54,5,0,S33_01_Movie_CANData
32,4,43,6,1,S33_01_NoNDRT_CANData
8,1,51,6,0,S33_01_conversation_CANData
4,3,11,7,0,S33_01_drink_CANData
7,1,40,2,2,S33_01_texting_CANData
0,0,0,0,2,S33_02_Movie_CANData
6,2,16,4,0,S33_02_NoNDRT_CANData
14,2,18,3,0,S33_02_conversation_CANData
25,1,25,1,1,S33_02_drink_CANData
11,1,19,5,1,S33_02_texting_CANData
8,2,47,3,2,S33_03_Movie_CANData
0,0,7,2,0,S33_03_NoNDRT_CANData
0,0,19,1,0,S33_03_conversation_CANData
24,4,38,6,0,S33_03_drink_CANData
0,0,0,0,0,S33_03_texting_CANData
25,4,36,6,0,S34_01_NoNDRT_CANData
26,2,51,8,0,S34_01_conversation_CANData
32,4,57,8,2,S34_01_drink_CANData
0,0,0,0,2,S34_01_texting_CANData
6,1,38,8,1,S34_02_Movie_CANData
14,2,47,9,0,S34_02_NoNDRT_CANData
23,6,33,10,1,S34_02_conversation_CANData
50,4,58,7,1,S34_02_drink_CANData
19,3,19,3,1,S34_02_texting_CANData
8,4,80,19,2,S34_03_Movie_CANData
21,5,41,11,0,S34_03_NoNDRT_CANData
15,3,28,5,1,S34_03_conversation_CANData
29,5,50,9,1,S34_03_drink_CANData
11,1,17,3,2,S34_03_texting_CANData
46,2,110,8,2,S35_01_Movie_CANData
40,2,53,6,2,S35_01_NoNDRT_CANData
33,1,35,2,1,S35_01_conversation_CANData
54,3,61,4,2,S35_01_drink_CANData
46,3,64,9,2,S35_01_texting_CANData
42,2,81,4,2,S35_02_Movie_CANData
1,1,1,1,1,S35_02_NoNDRT_CANData
18,3,66,16,1,S35_02_conversation_CANData
20,3,46,7,1,S35_02_drink_CANData
58,4,72,6,2,S35_02_texting_CANData
25,1,28,2,1,S35_03_Movie_CANData
1,1,11,5,1,S35_03_NoNDRT_CANData
1,1,2,2,0,S35_03_conversation_CANData
7,2,12,4,1,S35_03_drink_CANData
1,1,1,1,1,S35_03_texting_CANData
11,2,15,3,2,S36_01_Movie_CANData
53,5,67,8,0,S36_01_NoNDRT_CANData
30,5,58,9,2,S36_01_conversation_CANData
59,5,68,6,1,S36_01_drink_CANData
25,4,59,11,2,S36_01_texting_CANData
10,2,16,4,2,S36_02_Movie_CANData
78,5,78,5,1,S36_02_NoNDRT_CANData
22,4,50,10,1,S36_02_conversation_CANData
54,4,67,7,0,S36_02_drink_CANData
3,3,4,4,1,S36_02_texting_CANData
8,1,8,1,2,S36_03_Movie_CANData
41,3,58,5,0,S36_03_NoNDRT_CANData
0,0,2,1,1,S36_03_conversation_CANData
40,4,67,8,1,S36_03_drink_CANData
13,3,18,5,1,S36_03_texting_CANData
