EyeTotalDuration_TOR_FrontOnly,EyeCount_TOR_FrontOnly,EyeTotalDuration_TOR,EyeCount_TOR,class_tf,fileIDs
191,28,208,45,2,S21_02_texting_CANData
0,0,0,0,2,S21_03_Movie_CANData
308,21,317,30,0,S21_03_NoNDRT_CANData
0,0,0,0,0,S21_03_conversation_CANData
142,12,157,22,0,S21_03_drink_CANData
35,10,35,10,1,S21_03_texting_CANData
5,5,5,5,2,S22_01_Movie_CANData
279,23,604,57,2,S22_01_NoNDRT_CANData
40,15,60,30,2,S22_01_drink_CANData
0,0,0,0,2,S22_01_texting_CANData
5,5,248,67,2,S22_02_Movie_CANData
0,0,5,5,1,S22_02_NoNDRT_CANData
5,5,20,15,1,S22_02_conversation_CANData
0,0,30,20,2,S22_02_drink_CANData
211,9,566,49,1,S22_02_texting_CANData
0,0,0,0,2,S22_03_Movie_CANData
226,12,546,77,1,S22_03_NoNDRT_CANData
10,10,158,18,2,S22_03_drink_CANData
0,0,25,20,2,S22_03_texting_CANData
70,20,493,55,2,S23_01_Movie_CANData
193,13,315,45,1,S23_01_NoNDRT_CANData
119,20,246,62,2,S23_01_conversation_CANData
34,22,99,47,2,S23_01_drink_CANData
102,34,122,48,2,S23_01_texting_CANData
5,5,130,50,2,S23_02_Movie_CANData
422,58,481,107,1,S23_02_NoNDRT_CANData
10,10,10,10,2,S23_02_conversation_CANData
225,20,235,30,2,S23_02_drink_CANData
105,30,197,85,2,S23_02_texting_CANData
10,10,55,45,2,S23_03_Movie_CANData
376,46,468,88,2,S23_03_NoNDRT_CANData
50,40,80,70,1,S23_03_conversation_CANData
149,41,375,82,2,S23_03_drink_CANData
110,55,234,134,2,S23_03_texting_CANData
222,45,730,73,2,S24_01_Movie_CANData
233,51,253,66,1,S24_01_NoNDRT_CANData
16,6,21,11,1,S24_01_conversation_CANData
183,30,233,40,0,S24_01_drink_CANData
0,0,0,0,1,S24_01_texting_CANData
35,20,35,20,0,S24_02_NoNDRT_CANData
0,0,0,0,0,S24_02_conversation_CANData
112,54,152,64,0,S24_02_drink_CANData
0,0,0,0,2,S24_02_texting_CANData
75,10,85,15,1,S24_03_Movie_CANData
0,0,0,0,0,S24_03_NoNDRT_CANData
0,0,0,0,0,S24_03_conversation_CANData
1,1,1,1,0,S24_03_drink_CANData
35,10,50,20,0,S24_03_texting_CANData
282,9,405,18,0,S25_01_Movie_CANData
468,9,490,13,0,S25_01_NoNDRT_CANData
395,17,475,41,0,S25_01_conversation_CANData
405,19,515,38,0,S25_01_drink_CANData
274,27,481,84,0,S25_01_texting_CANData
243,11,455,44,0,S25_02_Movie_CANData
438,22,488,38,0,S25_02_NoNDRT_CANData
391,40,428,53,0,S25_02_conversation_CANData
366,20,381,25,0,S25_02_drink_CANData
188,17,245,48,0,S25_02_texting_CANData
418,17,488,37,0,S25_03_NoNDRT_CANData
352,21,443,52,0,S25_03_conversation_CANData
254,32,412,45,0,S25_03_drink_CANData
0,0,125,65,0,S25_03_texting_CANData
215,15,618,58,2,S26_01_Movie_CANData
474,27,511,54,1,S26_01_NoNDRT_CANData
211,10,374,33,0,S26_01_conversation_CANData
320,20,445,50,1,S26_01_drink_CANData
216,21,351,61,2,S26_01_texting_CANData
250,20,610,38,2,S26_02_Movie_CANData
397,24,472,39,0,S26_02_NoNDRT_CANData
239,17,359,47,0,S26_02_conversation_CANData
269,27,379,42,1,S26_02_drink_CANData
140,30,199,54,1,S26_02_texting_CANData
310,26,440,56,0,S26_03_NoNDRT_CANData
167,18,207,28,0,S26_03_conversation_CANData
300,21,393,44,0,S26_03_drink_CANData
265,15,304,32,1,S26_03_texting_CANData
394,20,658,46,2,S27_01_Movie_CANData
479,20,582,37,1,S27_01_NoNDRT_CANData
609,35,763,69,2,S27_01_conversation_CANData
367,19,450,37,1,S27_01_drink_CANData
286,28,366,43,2,S27_01_texting_CANData
165,10,501,41,1,S27_02_Movie_CANData
485,20,620,30,1,S27_02_NoNDRT_CANData
524,26,581,38,1,S27_02_conversation_CANData
395,18,467,30,1,S27_02_drink_CANData
245,16,310,36,2,S27_02_texting_CANData
155,24,743,45,2,S27_03_Movie_CANData
359,24,509,34,1,S27_03_NoNDRT_CANData
457,35,534,47,2,S27_03_conversation_CANData
292,28,420,54,1,S27_03_drink_CANData
220,15,265,25,2,S27_03_texting_CANData
15,5,612,39,2,S28_01_Movie_CANData
345,14,565,34,1,S28_01_NoNDRT_CANData
126,7,153,10,1,S28_01_conversation_CANData
191,16,400,64,1,S28_01_drink_CANData
20,15,100,30,2,S28_01_texting_CANData
60,5,503,59,2,S28_02_Movie_CANData
149,20,317,64,0,S28_02_NoNDRT_CANData
49,18,144,43,2,S28_02_conversation_CANData
260,21,517,44,1,S28_02_drink_CANData
125,5,185,20,2,S28_02_texting_CANData
10,10,42,38,2,S28_03_Movie_CANData
316,17,533,45,1,S28_03_NoNDRT_CANData
201,44,277,66,1,S28_03_conversation_CANData
105,20,144,45,1,S28_03_drink_CANData
100,5,180,35,1,S28_03_texting_CANData
94,15,255,30,0,S29_01_Movie_CANData
241,27,241,27,0,S29_01_NoNDRT_CANData
24,15,29,20,2,S29_01_conversation_CANData
433,26,518,41,0,S29_01_drink_CANData
140,20,230,40,1,S29_01_texting_CANData
204,26,259,46,0,S29_02_Movie_CANData
489,37,514,42,1,S29_02_NoNDRT_CANData
0,0,0,0,0,S29_02_conversation_CANData
0,0,66,11,2,S29_02_drink_CANData
75,15,75,15,2,S29_02_texting_CANData
110,15,295,35,2,S29_03_Movie_CANData
355,20,395,30,0,S29_03_NoNDRT_CANData
16,16,16,16,0,S29_03_conversation_CANData
267,15,277,20,1,S29_03_drink_CANData
95,6,100,11,2,S29_03_texting_CANData
21,6,583,36,2,S30_01_Movie_CANData
345,18,605,43,2,S30_01_NoNDRT_CANData
68,12,313,30,2,S30_01_conversation_CANData
260,21,370,46,2,S30_01_drink_CANData
205,25,495,45,2,S30_01_texting_CANData
91,9,551,27,1,S30_02_Movie_CANData
184,9,566,29,1,S30_02_NoNDRT_CANData
327,23,563,43,2,S30_02_conversation_CANData
192,14,292,29,1,S30_02_drink_CANData
95,6,396,28,1,S30_02_texting_CANData
10,10,220,35,2,S30_03_Movie_CANData
356,18,536,28,1,S30_03_NoNDRT_CANData
244,19,487,32,0,S30_03_conversation_CANData
0,0,305,5,1,S30_03_drink_CANData
105,20,215,45,2,S30_03_texting_CANData
40,10,169,21,0,S31_01_Movie_CANData
323,25,433,40,1,S31_01_NoNDRT_CANData
0,0,0,0,0,S31_01_conversation_CANData
120,20,130,30,0,S31_01_drink_CANData
185,20,195,25,0,S31_01_texting_CANData
0,0,45,15,0,S31_02_Movie_CANData
159,28,163,31,0,S31_02_NoNDRT_CANData
25,10,29,14,0,S31_02_conversation_CANData
0,0,0,0,1,S31_02_drink_CANData
150,20,175,25,0,S31_02_texting_CANData
330,40,585,55,2,S31_03_Movie_CANData
145,10,150,15,0,S31_03_NoNDRT_CANData
0,0,0,0,0,S31_03_conversation_CANData
0,0,0,0,0,S31_03_drink_CANData
155,10,185,15,0,S31_03_texting_CANData
165,10,462,38,0,S32_01_Movie_CANData
517,12,542,22,0,S32_01_NoNDRT_CANData
280,19,413,42,1,S32_01_conversation_CANData
115,5,297,55,0,S32_01_drink_CANData
200,10,325,25,1,S32_01_texting_CANData
200,10,325,25,1,S32_01_texting_CANData_DESKTOP-59B5B6O_9-30-155828-2018_Conflict
115,5,595,16,1,S32_02_Movie_CANData
471,18,536,28,1,S32_02_NoNDRT_CANData
75,8,85,13,1,S32_02_conversation_CANData
385,17,545,32,1,S32_02_drink_CANData
290,10,340,30,1,S32_02_texting_CANData
85,5,509,34,0,S32_03_Movie_CANData
528,18,548,23,1,S32_03_NoNDRT_CANData
441,18,462,34,1,S32_03_conversation_CANData
192,22,232,32,0,S32_03_drink_CANData
210,10,285,30,0,S32_03_texting_CANData
265,10,462,27,0,S33_01_Movie_CANData
228,24,411,34,1,S33_01_NoNDRT_CANData
103,9,389,45,0,S33_01_conversation_CANData
44,15,79,35,0,S33_01_drink_CANData
35,5,200,10,2,S33_01_texting_CANData
0,0,0,0,2,S33_02_Movie_CANData
101,19,151,29,0,S33_02_NoNDRT_CANData
70,10,90,15,0,S33_02_conversation_CANData
125,5,125,5,1,S33_02_drink_CANData
55,5,95,25,1,S33_02_texting_CANData
40,10,257,22,2,S33_03_Movie_CANData
0,0,35,10,0,S33_03_NoNDRT_CANData
0,0,95,5,0,S33_03_conversation_CANData
289,27,359,37,0,S33_03_drink_CANData
0,0,0,0,0,S33_03_texting_CANData
250,27,305,37,0,S34_01_NoNDRT_CANData
293,19,426,57,0,S34_01_conversation_CANData
160,20,324,58,2,S34_01_drink_CANData
0,0,0,0,2,S34_01_texting_CANData
105,11,381,46,1,S34_02_Movie_CANData
262,14,427,49,0,S34_02_NoNDRT_CANData
170,38,228,66,1,S34_02_conversation_CANData
298,22,486,41,1,S34_02_drink_CANData
95,15,95,15,1,S34_02_texting_CANData
115,23,588,101,2,S34_03_Movie_CANData
291,30,391,60,0,S34_03_NoNDRT_CANData
242,22,307,32,1,S34_03_conversation_CANData
332,29,437,49,1,S34_03_drink_CANData
55,5,85,15,2,S34_03_texting_CANData
230,10,684,53,2,S35_01_Movie_CANData
356,21,421,41,2,S35_01_NoNDRT_CANData
269,10,279,15,1,S35_01_conversation_CANData
364,26,431,37,2,S35_01_drink_CANData
233,18,323,48,2,S35_01_texting_CANData
211,11,574,28,2,S35_02_Movie_CANData
5,5,5,5,1,S35_02_NoNDRT_CANData
181,22,421,87,1,S35_02_conversation_CANData
272,22,414,47,1,S35_02_drink_CANData
290,20,360,30,2,S35_02_texting_CANData
125,5,202,17,1,S35_03_Movie_CANData
77,8,127,28,1,S35_03_NoNDRT_CANData
18,14,23,19,0,S35_03_conversation_CANData
44,11,87,39,1,S35_03_drink_CANData
11,11,14,14,1,S35_03_texting_CANData
55,10,75,15,2,S36_01_Movie_CANData
441,31,511,46,0,S36_01_NoNDRT_CANData
242,37,391,60,2,S36_01_conversation_CANData
445,34,490,39,1,S36_01_drink_CANData
125,20,295,55,2,S36_01_texting_CANData
50,10,80,20,2,S36_02_Movie_CANData
546,33,546,33,1,S36_02_NoNDRT_CANData
110,20,286,55,1,S36_02_conversation_CANData
390,27,515,44,0,S36_02_drink_CANData
15,15,20,20,1,S36_02_texting_CANData
40,5,40,5,2,S36_03_Movie_CANData
386,23,471,33,0,S36_03_NoNDRT_CANData
12,4,106,16,1,S36_03_conversation_CANData
289,27,514,50,1,S36_03_drink_CANData
65,15,90,25,1,S36_03_texting_CANData
