EyeTotalDuration_TOR_FrontOnly,EyeCount_TOR_FrontOnly,EyeTotalDuration_TOR,EyeCount_TOR,class_tf,fileIDs
88,11,336,31,0,S04_02_texting_CANData
100,6,233,90,2,S04_03_Movie_CANData
2,2,2,2,0,S04_03_NoNDRT_CANData
3,3,9,9,1,S04_03_conversation_CANData
246,30,344,58,0,S04_03_drink_CANData
100,27,195,66,1,S04_03_texting_CANData
180,25,824,68,0,S05_01_Movie_CANData
546,20,794,40,0,S05_01_NoNDRT_CANData
490,39,1062,86,2,S05_01_drink_CANData
332,53,509,83,0,S05_01_texting_CANData
168,14,1068,37,2,S05_02_Movie_CANData
415,30,595,49,0,S05_02_conversation_CANData
388,22,606,52,0,S05_02_drink_CANData
202,27,370,48,0,S05_02_texting_CANData
126,7,1003,139,2,S05_03_Movie_CANData
584,25,789,64,0,S05_03_NoNDRT_CANData
370,33,546,57,0,S05_03_conversation_CANData
278,35,441,74,0,S05_03_drink_CANData
321,12,321,12,0,S05_03_texting_CANData
319,48,797,91,1,S06_01_Movie_CANData
399,53,884,86,1,S06_01_NoNDRT_CANData
109,27,345,53,0,S06_01_conversation_CANData
277,62,520,91,0,S06_01_drink_CANData
158,33,344,61,0,S06_02_Movie_CANData
104,20,251,34,0,S06_02_conversation_CANData
357,67,478,80,0,S06_02_drink_CANData
119,14,189,21,0,S06_02_texting_CANData
70,7,119,14,2,S06_03_Movie_CANData
289,56,669,97,0,S06_03_NoNDRT_CANData
211,40,425,86,0,S06_03_conversation_CANData
267,41,570,75,0,S06_03_drink_CANData
425,24,919,60,1,S07_01_Movie_CANData
523,50,902,100,1,S07_01_NoNDRT_CANData
417,36,815,71,0,S07_01_conversation_CANData
502,44,679,69,0,S07_01_drink_CANData
275,40,703,83,0,S07_01_texting_CANData
370,21,1050,45,2,S07_02_Movie_CANData
458,29,821,62,0,S07_02_NoNDRT_CANData
380,33,870,68,0,S07_02_conversation_CANData
532,34,725,61,2,S07_02_drink_CANData
487,28,682,47,1,S07_02_texting_CANData
255,27,1062,59,2,S07_03_Movie_CANData
441,21,665,42,0,S07_03_NoNDRT_CANData
675,35,907,70,1,S07_03_conversation_CANData
444,27,682,52,0,S07_03_drink_CANData
329,14,565,32,0,S07_03_texting_CANData
79,45,656,170,2,S08_01_Movie_CANData
471,51,883,99,1,S08_01_NoNDRT_CANData
336,48,473,73,2,S08_01_conversation_CANData
372,42,707,101,1,S08_01_drink_CANData
0,0,292,54,1,S08_01_texting_CANData
126,7,701,160,2,S08_02_Movie_CANData
698,35,880,56,1,S08_02_NoNDRT_CANData
253,39,492,96,1,S08_02_conversation_CANData
213,43,425,99,1,S08_02_drink_CANData
294,21,528,82,2,S08_02_texting_CANData
196,28,563,104,2,S08_03_Movie_CANData
764,33,876,47,0,S08_03_NoNDRT_CANData
436,41,656,54,1,S08_03_conversation_CANData
294,38,736,67,1,S08_03_drink_CANData
329,21,592,74,2,S08_03_texting_CANData
0,0,814,38,1,S09_01_Movie_CANData
578,32,739,53,2,S09_01_NoNDRT_CANData
126,35,251,57,2,S09_01_conversation_CANData
609,28,896,63,2,S09_01_drink_CANData
204,18,346,60,2,S09_01_texting_CANData
42,7,194,31,1,S09_02_Movie_CANData
474,29,789,71,1,S09_02_NoNDRT_CANData
154,30,429,104,1,S09_02_conversation_CANData
420,10,714,17,2,S09_02_drink_CANData
28,7,182,35,2,S09_02_texting_CANData
0,0,116,27,2,S09_03_Movie_CANData
113,6,474,49,0,S09_03_NoNDRT_CANData
13,13,188,20,1,S09_03_conversation_CANData
330,45,635,84,1,S09_03_drink_CANData
128,16,183,36,2,S09_03_texting_CANData
543,38,954,69,2,S10_01_Movie_CANData
908,50,984,63,2,S10_01_NoNDRT_CANData
491,53,774,77,2,S10_01_conversation_CANData
647,54,675,61,2,S10_01_drink_CANData
1001,54,1193,85,2,S10_01_texting_CANData
598,54,868,75,2,S10_02_Movie_CANData
98,21,119,28,0,S10_02_NoNDRT_CANData
369,53,479,76,0,S10_02_conversation_CANData
546,42,574,49,2,S10_02_drink_CANData
327,27,508,68,2,S10_02_texting_CANData
312,25,655,46,2,S10_03_Movie_CANData
674,32,843,54,0,S10_03_NoNDRT_CANData
278,25,488,51,0,S10_03_conversation_CANData
233,35,373,52,0,S10_03_drink_CANData
167,17,240,34,0,S10_03_texting_CANData
119,7,938,36,1,S11_01_Movie_CANData
512,37,868,85,1,S11_01_NoNDRT_CANData
394,34,715,87,1,S11_01_conversation_CANData
548,51,824,76,2,S11_01_drink_CANData
196,14,245,28,2,S11_01_texting_CANData
140,7,909,28,1,S11_02_Movie_CANData
907,29,928,36,1,S11_02_NoNDRT_CANData
417,57,569,76,0,S11_02_conversation_CANData
472,39,675,67,2,S11_02_drink_CANData
14,7,14,7,2,S11_02_texting_CANData
14,7,21,14,2,S11_03_Movie_CANData
771,30,914,55,1,S11_03_NoNDRT_CANData
164,25,182,36,0,S11_03_conversation_CANData
276,25,276,25,2,S11_03_drink_CANData
252,7,259,14,2,S11_03_texting_CANData
502,54,502,54,0,S12_01_NoNDRT_CANData
352,38,380,59,1,S12_01_conversation_CANData
529,37,536,44,2,S12_01_drink_CANData
63,7,98,14,2,S12_01_texting_CANData
144,11,147,14,2,S12_02_Movie_CANData
525,23,532,30,1,S12_02_NoNDRT_CANData
292,52,298,58,2,S12_02_conversation_CANData
360,27,360,27,2,S12_02_drink_CANData
49,14,56,21,2,S12_02_texting_CANData
305,25,311,31,2,S12_03_Movie_CANData
799,30,799,30,2,S12_03_NoNDRT_CANData
100,61,100,61,1,S12_03_conversation_CANData
293,28,300,35,2,S12_03_drink_CANData
70,14,70,14,2,S12_03_texting_CANData
189,14,1156,45,2,S13_01_Movie_CANData
596,31,951,64,1,S13_01_NoNDRT_CANData
239,31,484,74,2,S13_01_conversation_CANData
0,0,203,49,2,S13_01_drink_CANData
139,18,209,46,2,S13_01_texting_CANData
125,25,573,58,1,S13_02_Movie_CANData
371,18,837,78,0,S13_02_NoNDRT_CANData
161,13,273,46,1,S13_02_conversation_CANData
59,11,261,39,2,S13_02_drink_CANData
7,7,45,26,2,S13_02_texting_CANData
147,14,930,39,2,S13_03_Movie_CANData
426,49,609,75,1,S13_03_NoNDRT_CANData
534,65,744,93,1,S13_03_conversation_CANData
1,1,55,3,2,S13_03_drink_CANData
14,14,196,35,2,S13_03_texting_CANData
133,14,140,21,2,S14_01_Movie_CANData
494,69,627,97,0,S14_01_NoNDRT_CANData
359,14,473,44,1,S14_01_conversation_CANData
400,29,476,51,0,S14_01_drink_CANData
126,37,147,51,0,S14_01_texting_CANData
84,14,91,21,0,S14_02_Movie_CANData
527,38,633,83,0,S14_02_NoNDRT_CANData
393,70,414,91,0,S14_02_conversation_CANData
159,26,177,44,0,S14_02_drink_CANData
161,14,247,51,0,S14_02_texting_CANData
271,22,447,63,2,S14_03_Movie_CANData
493,57,559,83,0,S14_03_NoNDRT_CANData
197,33,267,47,0,S14_03_conversation_CANData
156,18,184,25,0,S14_03_drink_CANData
88,32,102,44,0,S14_03_texting_CANData
238,14,1035,65,2,S15_01_Movie_CANData
797,23,944,51,1,S15_01_NoNDRT_CANData
190,33,259,78,2,S15_01_conversation_CANData
334,19,729,63,0,S15_01_drink_CANData
337,27,624,48,2,S15_01_texting_CANData
119,14,816,50,0,S15_02_Movie_CANData
467,21,745,74,0,S15_02_NoNDRT_CANData
553,28,658,63,1,S15_02_conversation_CANData
425,25,713,56,1,S15_02_drink_CANData
288,13,477,33,1,S15_02_texting_CANData
133,14,994,39,2,S15_03_Movie_CANData
849,31,926,45,1,S15_03_NoNDRT_CANData
293,68,341,89,1,S15_03_conversation_CANData
380,28,729,71,0,S15_03_drink_CANData
182,14,392,35,0,S15_03_texting_CANData
378,19,1003,59,2,S16_01_Movie_CANData
669,23,893,66,1,S16_01_NoNDRT_CANData
405,40,645,71,2,S16_01_conversation_CANData
505,33,668,65,2,S16_01_drink_CANData
396,37,648,79,2,S16_01_texting_CANData
21,14,21,14,0,S16_02_Movie_CANData
424,27,824,51,0,S16_02_NoNDRT_CANData
545,23,975,83,1,S16_02_conversation_CANData
408,35,699,76,1,S16_02_drink_CANData
334,51,502,79,2,S16_02_texting_CANData
421,42,703,89,2,S16_03_Movie_CANData
620,34,840,76,0,S16_03_NoNDRT_CANData
105,7,154,14,0,S16_03_conversation_CANData
378,40,649,67,2,S16_03_drink_CANData
182,52,373,89,2,S16_03_texting_CANData
679,29,935,75,1,S17_01_Movie_CANData
718,33,949,75,1,S17_01_NoNDRT_CANData
693,24,914,61,1,S17_01_conversation_CANData
488,23,810,57,0,S17_01_drink_CANData
285,39,575,63,1,S17_01_texting_CANData
505,23,816,57,0,S17_02_Movie_CANData
612,24,892,45,1,S17_02_NoNDRT_CANData
507,12,613,50,1,S17_02_conversation_CANData
296,42,881,95,1,S17_02_drink_CANData
226,50,497,125,2,S17_02_texting_CANData
802,22,978,38,2,S17_03_Movie_CANData
643,36,808,54,0,S17_03_NoNDRT_CANData
616,29,915,60,1,S17_03_conversation_CANData
328,30,822,71,0,S17_03_drink_CANData
120,36,455,114,0,S17_03_texting_CANData
56,7,444,177,1,S18_01_Movie_CANData
704,53,814,79,1,S18_01_NoNDRT_CANData
168,21,399,56,2,S18_01_conversation_CANData
351,52,514,83,2,S18_01_drink_CANData
119,7,154,28,2,S18_01_texting_CANData
0,0,502,60,1,S18_02_Movie_CANData
316,30,790,48,1,S18_02_NoNDRT_CANData
156,26,324,40,1,S18_02_conversation_CANData
196,30,823,79,1,S18_02_drink_CANData
91,21,252,49,2,S18_02_texting_CANData
314,36,701,62,0,S18_03_NoNDRT_CANData
0,0,138,26,0,S18_03_conversation_CANData
5,1,574,51,0,S18_03_drink_CANData
0,0,371,112,2,S18_03_texting_CANData
387,32,1053,87,2,S19_01_Movie_CANData
856,38,1159,68,2,S19_01_NoNDRT_CANData
486,45,665,76,2,S19_01_conversation_CANData
644,35,852,68,1,S19_01_drink_CANData
273,32,488,70,2,S19_01_texting_CANData
213,36,952,85,2,S19_02_Movie_CANData
447,28,728,77,0,S19_02_NoNDRT_CANData
454,27,759,63,1,S19_02_conversation_CANData
699,22,916,64,2,S19_02_drink_CANData
454,36,651,79,2,S19_02_texting_CANData
214,15,1134,36,2,S19_03_Movie_CANData
497,24,793,49,0,S19_03_NoNDRT_CANData
611,27,955,52,1,S19_03_conversation_CANData
565,23,932,57,2,S19_03_drink_CANData
193,20,425,63,2,S19_03_texting_CANData
120,29,747,61,1,S20_01_Movie_CANData
576,38,695,66,0,S20_01_NoNDRT_CANData
396,25,466,53,0,S20_01_conversation_CANData
91,8,147,15,0,S20_01_drink_CANData
301,25,399,53,0,S20_01_texting_CANData
133,21,994,77,2,S20_02_Movie_CANData
634,37,759,64,0,S20_02_NoNDRT_CANData
333,25,467,48,0,S20_02_conversation_CANData
796,35,903,64,1,S20_02_drink_CANData
210,14,371,49,0,S20_02_texting_CANData
245,21,1000,91,2,S20_03_Movie_CANData
567,28,646,51,0,S20_03_NoNDRT_CANData
209,10,317,35,0,S20_03_conversation_CANData
428,26,628,49,0,S20_03_drink_CANData
119,21,252,49,0,S20_03_texting_CANData
72,9,93,23,2,S21_01_Movie_CANData
734,28,783,70,1,S21_01_NoNDRT_CANData
497,49,600,82,0,S21_01_conversation_CANData
447,45,645,92,1,S21_01_drink_CANData
201,39,267,82,1,S21_01_texting_CANData
70,14,140,63,0,S21_02_Movie_CANData
488,60,600,109,0,S21_02_NoNDRT_CANData
527,56,561,90,0,S21_02_conversation_CANData
161,14,172,25,0,S21_02_drink_CANData
283,43,312,72,2,S21_02_texting_CANData
0,0,0,0,2,S21_03_Movie_CANData
540,31,561,45,0,S21_03_NoNDRT_CANData
0,0,0,0,0,S21_03_conversation_CANData
200,18,221,32,0,S21_03_drink_CANData
49,14,49,14,1,S21_03_texting_CANData
7,7,7,7,2,S22_01_Movie_CANData
443,35,924,85,2,S22_01_NoNDRT_CANData
56,21,84,42,2,S22_01_drink_CANData
0,0,0,0,2,S22_01_texting_CANData
7,7,383,108,2,S22_02_Movie_CANData
0,0,7,7,1,S22_02_NoNDRT_CANData
7,7,28,21,1,S22_02_conversation_CANData
0,0,42,28,2,S22_02_drink_CANData
407,16,918,73,1,S22_02_texting_CANData
0,0,0,0,2,S22_03_Movie_CANData
445,21,898,115,1,S22_03_NoNDRT_CANData
14,14,222,26,2,S22_03_drink_CANData
0,0,35,28,2,S22_03_texting_CANData
99,29,790,86,2,S23_01_Movie_CANData
326,26,500,74,1,S23_01_NoNDRT_CANData
235,36,418,99,2,S23_01_conversation_CANData
50,32,141,67,2,S23_01_drink_CANData
172,56,214,85,2,S23_01_texting_CANData
7,7,182,70,2,S23_02_Movie_CANData
692,90,785,167,1,S23_02_NoNDRT_CANData
14,14,14,14,2,S23_02_conversation_CANData
327,30,341,44,2,S23_02_drink_CANData
147,42,296,134,2,S23_02_texting_CANData
14,14,77,63,2,S23_03_Movie_CANData
582,74,716,138,2,S23_03_NoNDRT_CANData
70,56,112,98,1,S23_03_conversation_CANData
237,66,641,139,2,S23_03_drink_CANData
166,81,404,200,2,S23_03_texting_CANData
366,66,1141,108,2,S24_01_Movie_CANData
425,79,453,100,1,S24_01_NoNDRT_CANData
78,15,85,22,1,S24_01_conversation_CANData
366,54,436,68,0,S24_01_drink_CANData
0,0,0,0,1,S24_01_texting_CANData
49,28,49,28,0,S24_02_NoNDRT_CANData
0,0,0,0,0,S24_02_conversation_CANData
204,88,260,102,0,S24_02_drink_CANData
0,0,0,0,2,S24_02_texting_CANData
105,14,119,21,1,S24_03_Movie_CANData
0,0,0,0,0,S24_03_NoNDRT_CANData
0,0,0,0,0,S24_03_conversation_CANData
5,5,5,5,0,S24_03_drink_CANData
49,14,70,28,0,S24_03_texting_CANData
512,17,697,30,0,S25_01_Movie_CANData
770,15,821,25,0,S25_01_NoNDRT_CANData
629,33,785,77,0,S25_01_conversation_CANData
701,27,861,54,0,S25_01_drink_CANData
413,43,761,151,0,S25_01_texting_CANData
357,17,749,74,0,S25_02_Movie_CANData
672,37,810,67,0,S25_02_NoNDRT_CANData
671,64,724,83,0,S25_02_conversation_CANData
588,35,611,44,0,S25_02_drink_CANData
270,25,353,70,0,S25_02_texting_CANData
722,27,820,55,0,S25_03_NoNDRT_CANData
578,35,740,87,0,S25_03_conversation_CANData
446,50,689,70,0,S25_03_drink_CANData
0,0,180,92,0,S25_03_texting_CANData
301,21,998,84,2,S26_01_Movie_CANData
793,41,846,80,1,S26_01_NoNDRT_CANData
319,15,548,48,0,S26_01_conversation_CANData
575,31,750,73,1,S26_01_drink_CANData
304,31,495,88,2,S26_01_texting_CANData
350,28,982,56,2,S26_02_Movie_CANData
678,39,783,60,0,S26_02_NoNDRT_CANData
457,27,629,71,0,S26_02_conversation_CANData
438,43,610,67,1,S26_02_drink_CANData
196,42,281,78,1,S26_02_texting_CANData
555,43,737,85,0,S26_03_NoNDRT_CANData
331,28,387,42,0,S26_03_conversation_CANData
464,33,635,68,0,S26_03_drink_CANData
371,21,430,48,1,S26_03_texting_CANData
552,28,1058,66,2,S27_01_Movie_CANData
781,30,950,55,1,S27_01_NoNDRT_CANData
948,52,1164,100,2,S27_01_conversation_CANData
549,30,710,60,1,S27_01_drink_CANData
402,40,514,61,2,S27_01_texting_CANData
231,14,795,80,1,S27_02_Movie_CANData
814,28,1006,44,1,S27_02_NoNDRT_CANData
865,39,946,57,1,S27_02_conversation_CANData
594,31,718,51,1,S27_02_drink_CANData
383,24,474,52,2,S27_02_texting_CANData
219,34,1173,65,2,S27_03_Movie_CANData
601,40,811,54,1,S27_03_NoNDRT_CANData
767,52,878,72,2,S27_03_conversation_CANData
510,44,710,83,1,S27_03_drink_CANData
308,21,371,35,2,S27_03_texting_CANData
21,7,952,58,2,S28_01_Movie_CANData
602,22,910,50,1,S28_01_NoNDRT_CANData
220,11,265,16,1,S28_01_conversation_CANData
281,26,596,96,1,S28_01_drink_CANData
28,21,140,42,2,S28_01_texting_CANData
84,7,819,87,2,S28_02_Movie_CANData
253,32,553,104,0,S28_02_NoNDRT_CANData
73,28,206,63,2,S28_02_conversation_CANData
424,35,816,69,1,S28_02_drink_CANData
175,7,259,28,2,S28_02_texting_CANData
14,14,70,62,2,S28_03_Movie_CANData
558,29,863,69,1,S28_03_NoNDRT_CANData
311,66,433,98,1,S28_03_conversation_CANData
147,28,208,67,1,S28_03_drink_CANData
140,7,252,49,1,S28_03_texting_CANData
246,24,490,46,0,S29_01_Movie_CANData
460,41,462,43,0,S29_01_NoNDRT_CANData
36,23,43,30,2,S29_01_conversation_CANData
737,40,856,61,0,S29_01_drink_CANData
196,28,322,56,1,S29_01_texting_CANData
414,40,491,68,0,S29_02_Movie_CANData
815,55,850,62,1,S29_02_NoNDRT_CANData
0,0,10,2,0,S29_02_conversation_CANData
36,2,204,23,2,S29_02_drink_CANData
105,21,105,21,2,S29_02_texting_CANData
154,21,413,49,2,S29_03_Movie_CANData
625,32,681,46,0,S29_03_NoNDRT_CANData
26,26,26,26,0,S29_03_conversation_CANData
495,25,509,32,1,S29_03_drink_CANData
149,10,156,17,2,S29_03_texting_CANData
103,11,949,53,2,S30_01_Movie_CANData
599,30,963,65,2,S30_01_NoNDRT_CANData
193,18,550,45,2,S30_01_conversation_CANData
489,34,643,69,2,S30_01_drink_CANData
306,36,712,64,2,S30_01_texting_CANData
135,13,897,41,1,S30_02_Movie_CANData
369,18,915,46,1,S30_02_NoNDRT_CANData
558,36,895,67,2,S30_02_conversation_CANData
392,24,532,45,1,S30_02_drink_CANData
141,10,586,42,1,S30_02_texting_CANData
14,14,308,49,2,S30_03_Movie_CANData
626,28,878,42,1,S30_03_NoNDRT_CANData
464,29,813,48,0,S30_03_conversation_CANData
0,0,427,7,1,S30_03_drink_CANData
149,30,303,65,2,S30_03_texting_CANData
63,15,309,34,0,S31_01_Movie_CANData
563,39,717,60,1,S31_01_NoNDRT_CANData
0,0,0,0,0,S31_01_conversation_CANData
250,34,264,48,0,S31_01_drink_CANData
259,28,273,35,0,S31_01_texting_CANData
0,0,63,21,0,S31_02_Movie_CANData
296,47,308,56,0,S31_02_NoNDRT_CANData
53,16,59,22,0,S31_02_conversation_CANData
0,0,0,0,1,S31_02_drink_CANData
210,28,245,35,0,S31_02_texting_CANData
462,56,819,77,2,S31_03_Movie_CANData
208,15,215,22,0,S31_03_NoNDRT_CANData
0,0,0,0,0,S31_03_conversation_CANData
0,0,0,0,0,S31_03_drink_CANData
217,14,259,21,0,S31_03_texting_CANData
231,14,774,56,0,S32_01_Movie_CANData
851,20,886,34,0,S32_01_NoNDRT_CANData
398,27,585,60,1,S32_01_conversation_CANData
188,9,508,93,0,S32_01_drink_CANData
280,14,455,35,1,S32_01_texting_CANData
280,14,455,35,1,S32_01_texting_CANData_DESKTOP-59B5B6O_9-30-155828-2018_Conflict
161,7,965,24,1,S32_02_Movie_CANData
783,29,874,43,1,S32_02_NoNDRT_CANData
127,12,141,19,1,S32_02_conversation_CANData
603,27,830,50,1,S32_02_drink_CANData
406,14,476,42,1,S32_02_texting_CANData
119,7,843,50,0,S32_03_Movie_CANData
868,28,896,35,1,S32_03_NoNDRT_CANData
657,28,688,52,1,S32_03_conversation_CANData
270,32,326,46,0,S32_03_drink_CANData
294,14,399,42,0,S32_03_texting_CANData
401,14,782,39,0,S33_01_Movie_CANData
396,36,696,55,1,S33_01_NoNDRT_CANData
195,16,605,68,0,S33_01_conversation_CANData
64,21,113,49,0,S33_01_drink_CANData
49,7,280,14,2,S33_01_texting_CANData
0,0,0,0,2,S33_02_Movie_CANData
225,33,295,47,0,S33_02_NoNDRT_CANData
98,14,126,21,0,S33_02_conversation_CANData
175,7,175,7,1,S33_02_drink_CANData
77,7,133,35,1,S33_02_texting_CANData
57,15,405,55,2,S33_03_Movie_CANData
3,1,52,15,0,S33_03_NoNDRT_CANData
0,0,133,7,0,S33_03_conversation_CANData
503,51,601,65,0,S33_03_drink_CANData
0,0,0,0,0,S33_03_texting_CANData
472,42,549,56,0,S34_01_NoNDRT_CANData
534,32,723,88,0,S34_01_conversation_CANData
224,28,480,92,2,S34_01_drink_CANData
0,0,0,0,2,S34_01_texting_CANData
267,17,671,66,1,S34_02_Movie_CANData
452,20,728,71,0,S34_02_NoNDRT_CANData
330,64,412,104,1,S34_02_conversation_CANData
504,38,796,65,1,S34_02_drink_CANData
133,21,133,21,1,S34_02_texting_CANData
189,33,951,146,2,S34_03_Movie_CANData
530,47,674,90,0,S34_03_NoNDRT_CANData
448,39,539,53,1,S34_03_conversation_CANData
582,43,736,74,1,S34_03_drink_CANData
77,7,119,21,2,S34_03_texting_CANData
322,14,1076,79,2,S35_01_Movie_CANData
624,33,715,61,2,S35_01_NoNDRT_CANData
493,19,507,26,1,S35_01_conversation_CANData
553,41,664,58,2,S35_01_drink_CANData
327,26,453,68,2,S35_01_texting_CANData
297,17,924,46,2,S35_02_Movie_CANData
7,7,7,7,1,S35_02_NoNDRT_CANData
336,37,672,128,1,S35_02_conversation_CANData
446,32,658,71,1,S35_02_drink_CANData
406,28,504,42,2,S35_02_texting_CANData
178,9,313,29,1,S35_03_Movie_CANData
195,14,285,44,1,S35_03_NoNDRT_CANData
33,25,40,32,0,S35_03_conversation_CANData
94,17,185,66,1,S35_03_drink_CANData
17,17,22,22,1,S35_03_texting_CANData
77,14,105,21,2,S36_01_Movie_CANData
742,48,840,69,0,S36_01_NoNDRT_CANData
364,55,575,88,2,S36_01_conversation_CANData
711,54,776,63,1,S36_01_drink_CANData
175,28,413,77,2,S36_01_texting_CANData
70,14,112,28,2,S36_02_Movie_CANData
892,50,892,50,1,S36_02_NoNDRT_CANData
154,28,447,83,1,S36_02_conversation_CANData
628,42,850,68,0,S36_02_drink_CANData
21,21,28,28,1,S36_02_texting_CANData
56,7,56,7,2,S36_03_Movie_CANData
672,36,791,50,0,S36_03_NoNDRT_CANData
18,6,166,24,1,S36_03_conversation_CANData
507,41,852,74,1,S36_03_drink_CANData
91,21,126,35,1,S36_03_texting_CANData
