EyeTotalDuration_TOR_FrontOnly,EyeCount_TOR_FrontOnly,EyeTotalDuration_TOR,EyeCount_TOR,class_tf,fileIDs
59,11,143,19,0,S06_02_conversation_CANData
138,29,193,36,0,S06_02_drink_CANData
68,8,108,12,0,S06_02_texting_CANData
40,4,68,8,2,S06_03_Movie_CANData
125,25,295,43,0,S06_03_NoNDRT_CANData
116,20,237,45,0,S06_03_conversation_CANData
119,19,278,35,0,S06_03_drink_CANData
200,12,414,30,1,S07_01_Movie_CANData
224,22,411,49,1,S07_01_NoNDRT_CANData
208,15,378,30,0,S07_01_conversation_CANData
227,18,318,29,0,S07_01_drink_CANData
140,19,329,32,0,S07_01_texting_CANData
138,9,487,20,2,S07_02_Movie_CANData
231,13,358,25,0,S07_02_NoNDRT_CANData
208,17,383,33,0,S07_02_conversation_CANData
292,16,392,31,2,S07_02_drink_CANData
257,14,359,24,1,S07_02_texting_CANData
108,14,494,30,2,S07_03_Movie_CANData
221,10,334,21,0,S07_03_NoNDRT_CANData
325,16,420,31,1,S07_03_conversation_CANData
195,13,312,24,0,S07_03_drink_CANData
188,8,295,17,0,S07_03_texting_CANData
39,22,324,78,2,S08_01_Movie_CANData
188,25,391,50,1,S08_01_NoNDRT_CANData
149,16,226,29,2,S08_01_conversation_CANData
166,17,326,43,1,S08_01_drink_CANData
0,0,166,30,1,S08_01_texting_CANData
72,4,352,71,2,S08_02_Movie_CANData
287,17,391,29,1,S08_02_NoNDRT_CANData
126,19,261,50,1,S08_02_conversation_CANData
106,21,207,44,1,S08_02_drink_CANData
168,12,296,44,2,S08_02_texting_CANData
112,16,280,52,2,S08_03_Movie_CANData
320,18,384,26,0,S08_03_NoNDRT_CANData
175,17,297,23,1,S08_03_conversation_CANData
132,19,314,34,1,S08_03_drink_CANData
188,12,337,41,2,S08_03_texting_CANData
0,0,399,13,1,S09_01_Movie_CANData
218,17,310,29,2,S09_01_NoNDRT_CANData
48,12,93,20,2,S09_01_conversation_CANData
228,16,392,36,2,S09_01_drink_CANData
55,9,113,26,2,S09_01_texting_CANData
24,4,92,16,1,S09_02_Movie_CANData
160,15,340,39,1,S09_02_NoNDRT_CANData
60,15,197,53,1,S09_02_conversation_CANData
136,4,304,8,2,S09_02_drink_CANData
16,4,104,20,2,S09_02_texting_CANData
0,0,62,12,2,S09_03_Movie_CANData
53,3,216,25,0,S09_03_NoNDRT_CANData
5,5,105,9,1,S09_03_conversation_CANData
111,23,257,44,1,S09_03_drink_CANData
48,8,79,19,2,S09_03_texting_CANData
253,19,438,35,2,S10_01_Movie_CANData
424,24,461,31,2,S10_01_NoNDRT_CANData
213,23,373,35,2,S10_01_conversation_CANData
313,26,329,30,2,S10_01_drink_CANData
529,28,637,44,2,S10_01_texting_CANData
252,26,399,37,2,S10_02_Movie_CANData
56,12,68,16,0,S10_02_NoNDRT_CANData
166,20,225,31,0,S10_02_conversation_CANData
276,19,292,23,2,S10_02_drink_CANData
179,13,281,35,2,S10_02_texting_CANData
152,12,348,24,2,S10_03_Movie_CANData
280,16,372,28,0,S10_03_NoNDRT_CANData
95,11,172,22,0,S10_03_conversation_CANData
101,13,169,21,0,S10_03_drink_CANData
80,8,88,16,0,S10_03_texting_CANData
68,4,420,20,1,S11_01_Movie_CANData
190,17,393,44,1,S11_01_NoNDRT_CANData
182,13,347,36,1,S11_01_conversation_CANData
252,26,390,39,2,S11_01_drink_CANData
112,8,140,16,2,S11_01_texting_CANData
80,4,412,12,1,S11_02_Movie_CANData
409,13,421,17,1,S11_02_NoNDRT_CANData
185,24,270,33,0,S11_02_conversation_CANData
231,20,347,36,2,S11_02_drink_CANData
8,4,8,4,2,S11_02_texting_CANData
8,4,12,8,2,S11_03_Movie_CANData
357,12,422,25,1,S11_03_NoNDRT_CANData
60,8,69,13,0,S11_03_conversation_CANData
114,11,114,11,2,S11_03_drink_CANData
144,4,148,8,2,S11_03_texting_CANData
198,25,198,25,0,S12_01_NoNDRT_CANData
131,16,147,28,1,S12_01_conversation_CANData
234,16,238,20,2,S12_01_drink_CANData
36,4,56,8,2,S12_01_texting_CANData
64,4,64,4,2,S12_02_Movie_CANData
186,11,190,15,1,S12_02_NoNDRT_CANData
100,23,103,26,2,S12_02_conversation_CANData
165,11,165,11,2,S12_02_drink_CANData
28,8,32,12,2,S12_02_texting_CANData
144,11,147,14,2,S12_03_Movie_CANData
340,16,340,16,2,S12_03_NoNDRT_CANData
33,21,33,21,1,S12_03_conversation_CANData
117,12,117,12,2,S12_03_drink_CANData
40,8,40,8,2,S12_03_texting_CANData
108,8,610,24,2,S13_01_Movie_CANData
224,16,426,34,1,S13_01_NoNDRT_CANData
84,12,191,34,2,S13_01_conversation_CANData
0,0,116,28,2,S13_01_drink_CANData
73,9,113,25,2,S13_01_texting_CANData
59,13,234,28,1,S13_02_Movie_CANData
119,7,372,40,0,S13_02_NoNDRT_CANData
65,4,114,22,1,S13_02_conversation_CANData
28,4,134,20,2,S13_02_drink_CANData
4,4,21,11,2,S13_02_texting_CANData
84,8,489,21,2,S13_03_Movie_CANData
153,23,246,37,1,S13_03_NoNDRT_CANData
264,29,384,45,1,S13_03_conversation_CANData
0,0,0,0,2,S13_03_drink_CANData
8,8,112,20,2,S13_03_texting_CANData
76,8,80,12,2,S14_01_Movie_CANData
173,35,249,51,0,S14_01_NoNDRT_CANData
194,8,257,23,1,S14_01_conversation_CANData
163,11,185,21,0,S14_01_drink_CANData
64,20,76,28,0,S14_01_texting_CANData
48,8,52,12,0,S14_02_Movie_CANData
241,18,286,38,0,S14_02_NoNDRT_CANData
202,32,214,44,0,S14_02_conversation_CANData
89,13,98,22,0,S14_02_drink_CANData
92,8,136,24,0,S14_02_texting_CANData
112,10,179,28,2,S14_03_Movie_CANData
187,27,223,41,0,S14_03_NoNDRT_CANData
78,16,118,24,0,S14_03_conversation_CANData
63,7,79,11,0,S14_03_drink_CANData
48,16,52,20,0,S14_03_texting_CANData
136,8,477,35,2,S15_01_Movie_CANData
338,11,422,27,1,S15_01_NoNDRT_CANData
96,14,129,35,2,S15_01_conversation_CANData
123,7,329,30,0,S15_01_drink_CANData
140,13,304,25,2,S15_01_texting_CANData
68,8,348,28,0,S15_02_Movie_CANData
179,9,316,35,0,S15_02_NoNDRT_CANData
280,13,340,33,1,S15_02_conversation_CANData
202,12,334,28,1,S15_02_drink_CANData
150,7,252,18,1,S15_02_texting_CANData
76,8,457,21,2,S15_03_Movie_CANData
372,16,416,24,1,S15_03_NoNDRT_CANData
123,32,144,41,1,S15_03_conversation_CANData
143,13,321,35,0,S15_03_drink_CANData
104,8,224,20,0,S15_03_texting_CANData
190,9,464,29,2,S16_01_Movie_CANData
305,10,395,30,1,S16_01_NoNDRT_CANData
192,20,312,36,2,S16_01_conversation_CANData
214,16,290,32,2,S16_01_drink_CANData
186,20,330,44,2,S16_01_texting_CANData
12,8,12,8,0,S16_02_Movie_CANData
165,13,362,24,0,S16_02_NoNDRT_CANData
236,11,444,41,1,S16_02_conversation_CANData
157,16,306,37,1,S16_02_drink_CANData
172,25,268,41,2,S16_02_texting_CANData
167,20,294,44,2,S16_03_Movie_CANData
261,15,374,36,0,S16_03_NoNDRT_CANData
60,4,88,8,0,S16_03_conversation_CANData
204,22,346,37,2,S16_03_drink_CANData
78,27,160,45,2,S16_03_texting_CANData
275,14,420,39,1,S17_01_Movie_CANData
301,17,433,41,1,S17_01_NoNDRT_CANData
284,12,408,32,1,S17_01_conversation_CANData
197,11,369,27,0,S17_01_drink_CANData
146,20,310,32,1,S17_01_texting_CANData
223,12,364,25,0,S17_02_Movie_CANData
240,12,400,24,1,S17_02_NoNDRT_CANData
186,6,244,26,1,S17_02_conversation_CANData
152,23,387,52,1,S17_02_drink_CANData
120,24,271,63,2,S17_02_texting_CANData
384,12,472,16,2,S17_03_Movie_CANData
277,18,354,26,0,S17_03_NoNDRT_CANData
288,15,410,31,1,S17_03_conversation_CANData
164,16,363,35,0,S17_03_drink_CANData
60,13,228,53,0,S17_03_texting_CANData
32,4,231,79,1,S18_01_Movie_CANData
298,26,360,40,1,S18_01_NoNDRT_CANData
96,12,228,32,2,S18_01_conversation_CANData
196,26,242,40,2,S18_01_drink_CANData
68,4,88,16,2,S18_01_texting_CANData
0,0,210,26,1,S18_02_Movie_CANData
163,15,342,23,1,S18_02_NoNDRT_CANData
76,8,172,16,1,S18_02_conversation_CANData
67,13,373,37,1,S18_02_drink_CANData
52,12,144,28,2,S18_02_texting_CANData
142,15,301,28,0,S18_03_NoNDRT_CANData
0,0,78,14,0,S18_03_conversation_CANData
0,0,275,23,0,S18_03_drink_CANData
0,0,212,64,2,S18_03_texting_CANData
162,17,486,45,2,S19_01_Movie_CANData
411,19,583,35,2,S19_01_NoNDRT_CANData
199,20,287,36,2,S19_01_conversation_CANData
273,17,391,35,1,S19_01_drink_CANData
142,15,258,35,2,S19_01_texting_CANData
120,20,424,48,2,S19_02_Movie_CANData
154,14,298,40,0,S19_02_NoNDRT_CANData
173,12,345,32,1,S19_02_conversation_CANData
284,12,408,36,2,S19_02_drink_CANData
240,19,351,42,2,S19_02_texting_CANData
120,8,528,20,2,S19_03_Movie_CANData
176,12,334,25,0,S19_03_NoNDRT_CANData
286,13,427,26,1,S19_03_conversation_CANData
215,10,417,29,2,S19_03_drink_CANData
100,11,230,33,2,S19_03_texting_CANData
68,16,336,31,1,S20_01_Movie_CANData
251,17,319,33,0,S20_01_NoNDRT_CANData
186,13,226,29,0,S20_01_conversation_CANData
44,4,76,8,0,S20_01_drink_CANData
163,13,219,29,0,S20_01_texting_CANData
76,12,452,43,2,S20_02_Movie_CANData
253,18,324,33,0,S20_02_NoNDRT_CANData
166,12,237,23,0,S20_02_conversation_CANData
353,17,409,33,1,S20_02_drink_CANData
120,8,212,28,0,S20_02_texting_CANData
140,12,477,46,2,S20_03_Movie_CANData
215,12,259,24,0,S20_03_NoNDRT_CANData
108,4,162,14,0,S20_03_conversation_CANData
173,12,253,23,0,S20_03_drink_CANData
68,12,144,28,0,S20_03_texting_CANData
40,4,52,12,2,S21_01_Movie_CANData
308,14,336,38,1,S21_01_NoNDRT_CANData
195,22,251,38,0,S21_01_conversation_CANData
189,24,255,47,1,S21_01_drink_CANData
72,12,95,26,1,S21_01_texting_CANData
40,8,80,36,0,S21_02_Movie_CANData
203,27,260,48,0,S21_02_NoNDRT_CANData
220,24,236,40,0,S21_02_conversation_CANData
92,8,97,13,0,S21_02_drink_CANData
149,22,162,35,2,S21_02_texting_CANData
0,0,0,0,2,S21_03_Movie_CANData
211,16,218,23,0,S21_03_NoNDRT_CANData
0,0,0,0,0,S21_03_conversation_CANData
113,9,125,17,0,S21_03_drink_CANData
28,8,28,8,1,S21_03_texting_CANData
4,4,4,4,2,S22_01_Movie_CANData
205,17,452,43,2,S22_01_NoNDRT_CANData
32,12,48,24,2,S22_01_drink_CANData
0,0,0,0,2,S22_01_texting_CANData
4,4,186,50,2,S22_02_Movie_CANData
0,0,4,4,1,S22_02_NoNDRT_CANData
4,4,16,12,1,S22_02_conversation_CANData
0,0,24,16,2,S22_02_drink_CANData
133,6,417,38,1,S22_02_texting_CANData
0,0,0,0,2,S22_03_Movie_CANData
143,9,398,60,1,S22_03_NoNDRT_CANData
8,8,126,14,2,S22_03_drink_CANData
0,0,20,16,2,S22_03_texting_CANData
56,16,357,42,2,S23_01_Movie_CANData
150,9,246,33,1,S23_01_NoNDRT_CANData
76,14,177,47,2,S23_01_conversation_CANData
26,17,78,37,2,S23_01_drink_CANData
73,25,86,35,2,S23_01_texting_CANData
4,4,104,40,2,S23_02_Movie_CANData
301,45,347,83,1,S23_02_NoNDRT_CANData
8,8,8,8,2,S23_02_conversation_CANData
180,16,188,24,2,S23_02_drink_CANData
84,24,153,65,2,S23_02_texting_CANData
8,8,44,36,2,S23_03_Movie_CANData
290,35,363,68,2,S23_03_NoNDRT_CANData
40,32,64,56,1,S23_03_conversation_CANData
117,32,267,64,2,S23_03_drink_CANData
82,42,178,102,2,S23_03_texting_CANData
162,35,548,57,2,S24_01_Movie_CANData
154,39,170,51,1,S24_01_NoNDRT_CANData
8,4,12,8,1,S24_01_conversation_CANData
116,21,156,29,0,S24_01_drink_CANData
0,0,0,0,1,S24_01_texting_CANData
28,16,28,16,0,S24_02_NoNDRT_CANData
0,0,0,0,0,S24_02_conversation_CANData
70,37,102,45,0,S24_02_drink_CANData
0,0,0,0,2,S24_02_texting_CANData
60,8,68,12,1,S24_03_Movie_CANData
0,0,0,0,0,S24_03_NoNDRT_CANData
0,0,0,0,0,S24_03_conversation_CANData
0,0,0,0,0,S24_03_drink_CANData
28,8,40,16,0,S24_03_texting_CANData
193,6,285,13,0,S25_01_Movie_CANData
340,6,354,8,0,S25_01_NoNDRT_CANData
293,10,350,25,0,S25_01_conversation_CANData
287,15,372,30,0,S25_01_drink_CANData
212,20,360,57,0,S25_01_texting_CANData
186,8,328,32,0,S25_02_Movie_CANData
332,16,352,27,0,S25_02_NoNDRT_CANData
279,29,308,39,0,S25_02_conversation_CANData
261,14,273,18,0,S25_02_drink_CANData
147,13,191,37,0,S25_02_texting_CANData
296,12,352,28,0,S25_03_NoNDRT_CANData
259,15,320,37,0,S25_03_conversation_CANData
178,23,294,33,0,S25_03_drink_CANData
0,0,100,52,0,S25_03_texting_CANData
172,12,458,45,2,S26_01_Movie_CANData
341,21,370,42,1,S26_01_NoNDRT_CANData
162,8,292,26,0,S26_01_conversation_CANData
221,15,321,39,1,S26_01_drink_CANData
172,16,280,48,2,S26_01_texting_CANData
200,16,450,30,2,S26_02_Movie_CANData
284,18,344,30,0,S26_02_NoNDRT_CANData
156,12,252,36,0,S26_02_conversation_CANData
205,19,292,30,1,S26_02_drink_CANData
112,24,159,43,1,S26_02_texting_CANData
213,19,317,43,0,S26_03_NoNDRT_CANData
115,13,147,21,0,S26_03_conversation_CANData
218,15,292,33,0,S26_03_drink_CANData
212,12,242,25,1,S26_03_texting_CANData
315,16,488,36,2,S27_01_Movie_CANData
358,15,428,28,1,S27_01_NoNDRT_CANData
450,27,573,54,2,S27_01_conversation_CANData
280,14,331,27,1,S27_01_drink_CANData
228,22,292,34,2,S27_01_texting_CANData
132,8,375,29,1,S27_02_Movie_CANData
348,16,456,24,1,S27_02_NoNDRT_CANData
382,20,427,29,1,S27_02_conversation_CANData
311,13,368,22,1,S27_02_drink_CANData
184,12,236,28,2,S27_02_texting_CANData
123,19,558,35,2,S27_03_Movie_CANData
268,16,388,24,1,S27_03_NoNDRT_CANData
328,27,389,36,2,S27_03_conversation_CANData
211,20,305,40,1,S27_03_drink_CANData
176,12,212,20,2,S27_03_texting_CANData
12,4,466,31,2,S28_01_Movie_CANData
237,11,413,27,1,S28_01_NoNDRT_CANData
79,5,97,7,1,S28_01_conversation_CANData
148,12,304,49,1,S28_01_drink_CANData
16,12,80,24,2,S28_01_texting_CANData
48,4,373,45,2,S28_02_Movie_CANData
108,15,223,47,0,S28_02_NoNDRT_CANData
37,13,113,33,2,S28_02_conversation_CANData
192,15,382,33,1,S28_02_drink_CANData
100,4,148,16,2,S28_02_texting_CANData
8,8,29,27,2,S28_03_Movie_CANData
219,12,392,34,1,S28_03_NoNDRT_CANData
146,33,199,50,1,S28_03_conversation_CANData
84,16,112,34,1,S28_03_drink_CANData
80,4,144,28,1,S28_03_texting_CANData
47,11,167,23,0,S29_01_Movie_CANData
154,21,154,21,0,S29_01_NoNDRT_CANData
18,11,22,15,2,S29_01_conversation_CANData
308,20,376,32,0,S29_01_drink_CANData
112,16,184,32,1,S29_01_texting_CANData
129,19,173,35,0,S29_02_Movie_CANData
353,29,373,33,1,S29_02_NoNDRT_CANData
0,0,0,0,0,S29_02_conversation_CANData
0,0,27,6,2,S29_02_drink_CANData
60,12,60,12,2,S29_02_texting_CANData
88,12,236,28,2,S29_03_Movie_CANData
247,15,279,23,0,S29_03_NoNDRT_CANData
11,11,11,11,0,S29_03_conversation_CANData
178,11,186,15,1,S29_03_drink_CANData
68,4,72,8,2,S29_03_texting_CANData
8,4,428,28,2,S30_01_Movie_CANData
245,13,453,33,2,S30_01_NoNDRT_CANData
30,9,224,23,2,S30_01_conversation_CANData
172,16,260,36,2,S30_01_drink_CANData
164,20,396,36,2,S30_01_texting_CANData
69,7,402,21,1,S30_02_Movie_CANData
118,6,418,22,1,S30_02_NoNDRT_CANData
230,17,416,32,2,S30_02_conversation_CANData
120,10,200,22,1,S30_02_drink_CANData
72,4,301,21,1,S30_02_texting_CANData
8,8,176,28,2,S30_03_Movie_CANData
250,14,394,22,1,S30_03_NoNDRT_CANData
164,14,354,24,0,S30_03_conversation_CANData
0,0,244,4,1,S30_03_drink_CANData
84,16,172,36,2,S30_03_texting_CANData
32,8,124,16,0,S31_01_Movie_CANData
231,19,319,31,1,S31_01_NoNDRT_CANData
0,0,0,0,0,S31_01_conversation_CANData
81,14,89,22,0,S31_01_drink_CANData
148,16,156,20,0,S31_01_texting_CANData
0,0,36,12,0,S31_02_Movie_CANData
107,20,108,21,0,S31_02_NoNDRT_CANData
20,8,23,11,0,S31_02_conversation_CANData
0,0,0,0,1,S31_02_drink_CANData
120,16,140,20,0,S31_02_texting_CANData
264,32,468,44,2,S31_03_Movie_CANData
116,8,120,12,0,S31_03_NoNDRT_CANData
0,0,0,0,0,S31_03_conversation_CANData
0,0,0,0,0,S31_03_drink_CANData
124,8,148,12,0,S31_03_texting_CANData
132,8,332,30,0,S32_01_Movie_CANData
376,9,396,17,0,S32_01_NoNDRT_CANData
221,15,327,33,1,S32_01_conversation_CANData
92,4,217,38,0,S32_01_drink_CANData
160,8,260,20,1,S32_01_texting_CANData
160,8,260,20,1,S32_01_texting_CANData_DESKTOP-59B5B6O_9-30-155828-2018_Conflict
92,4,440,12,1,S32_02_Movie_CANData
343,13,395,21,1,S32_02_NoNDRT_CANData
49,6,57,10,1,S32_02_conversation_CANData
276,12,404,24,1,S32_02_drink_CANData
232,8,272,24,1,S32_02_texting_CANData
68,4,372,26,0,S32_03_Movie_CANData
384,14,400,18,1,S32_03_NoNDRT_CANData
333,13,349,25,1,S32_03_conversation_CANData
153,17,185,25,0,S32_03_drink_CANData
168,8,228,24,0,S32_03_texting_CANData
197,8,332,21,0,S33_01_Movie_CANData
156,18,292,26,1,S33_01_NoNDRT_CANData
66,6,290,34,0,S33_01_conversation_CANData
34,12,62,28,0,S33_01_drink_CANData
28,4,160,8,2,S33_01_texting_CANData
0,0,0,0,2,S33_02_Movie_CANData
59,13,99,21,0,S33_02_NoNDRT_CANData
56,8,72,12,0,S33_02_conversation_CANData
100,4,100,4,1,S33_02_drink_CANData
44,4,76,20,1,S33_02_texting_CANData
32,8,195,13,2,S33_03_Movie_CANData
0,0,28,8,0,S33_03_NoNDRT_CANData
0,0,76,4,0,S33_03_conversation_CANData
200,20,256,28,0,S33_03_drink_CANData
0,0,0,0,0,S33_03_texting_CANData
167,20,211,28,0,S34_01_NoNDRT_CANData
201,13,306,42,0,S34_01_conversation_CANData
128,16,248,43,2,S34_01_drink_CANData
0,0,0,0,2,S34_01_texting_CANData
54,8,266,36,1,S34_02_Movie_CANData
170,11,302,39,0,S34_02_NoNDRT_CANData
115,27,161,49,1,S34_02_conversation_CANData
215,17,351,32,1,S34_02_drink_CANData
76,12,76,12,1,S34_02_texting_CANData
78,18,436,79,2,S34_03_Movie_CANData
195,23,275,47,0,S34_03_NoNDRT_CANData
164,16,216,24,1,S34_03_conversation_CANData
230,22,314,38,1,S34_03_drink_CANData
44,4,68,12,2,S34_03_texting_CANData
184,8,518,40,2,S35_01_Movie_CANData
252,15,304,31,2,S35_01_NoNDRT_CANData
183,7,191,11,1,S35_01_conversation_CANData
279,19,324,27,2,S35_01_drink_CANData
186,14,258,38,2,S35_01_texting_CANData
168,8,425,20,2,S35_02_Movie_CANData
4,4,4,4,1,S35_02_NoNDRT_CANData
115,16,307,68,1,S35_02_conversation_CANData
185,17,295,36,1,S35_02_drink_CANData
232,16,288,24,2,S35_02_texting_CANData
100,4,149,13,1,S35_03_Movie_CANData
32,6,72,22,1,S35_03_NoNDRT_CANData
11,9,15,13,0,S35_03_conversation_CANData
31,8,62,27,1,S35_03_drink_CANData
8,8,10,10,1,S35_03_texting_CANData
44,8,60,12,2,S36_01_Movie_CANData
319,23,375,35,0,S36_01_NoNDRT_CANData
181,28,299,46,2,S36_01_conversation_CANData
333,26,369,30,1,S36_01_drink_CANData
100,16,236,44,2,S36_01_texting_CANData
40,8,64,16,2,S36_02_Movie_CANData
402,25,402,25,1,S36_02_NoNDRT_CANData
88,16,223,43,1,S36_02_conversation_CANData
296,21,375,34,0,S36_02_drink_CANData
12,12,16,16,1,S36_02_texting_CANData
32,4,32,4,2,S36_03_Movie_CANData
272,17,340,25,0,S36_03_NoNDRT_CANData
9,3,76,12,1,S36_03_conversation_CANData
210,20,375,38,1,S36_03_drink_CANData
52,12,72,20,1,S36_03_texting_CANData
