EyeTotalDuration_TOR_FrontOnly,EyeCount_TOR_FrontOnly,EyeTotalDuration_TOR,EyeCount_TOR,class_tf,fileIDs
85,14,175,32,0,S06_03_conversation_CANData
77,13,189,24,0,S06_03_drink_CANData
130,8,283,21,1,S07_01_Movie_CANData
149,15,281,35,1,S07_01_NoNDRT_CANData
146,10,263,21,0,S07_01_conversation_CANData
163,12,226,19,0,S07_01_drink_CANData
100,13,229,20,0,S07_01_texting_CANData
93,6,338,14,2,S07_02_Movie_CANData
164,9,241,17,0,S07_02_NoNDRT_CANData
153,12,258,23,0,S07_02_conversation_CANData
217,11,286,22,2,S07_02_drink_CANData
183,10,254,17,1,S07_02_texting_CANData
62,10,341,22,2,S07_03_Movie_CANData
164,7,243,15,0,S07_03_NoNDRT_CANData
227,11,288,21,1,S07_03_conversation_CANData
141,9,220,17,0,S07_03_drink_CANData
141,6,211,12,0,S07_03_texting_CANData
27,15,236,54,2,S08_01_Movie_CANData
125,18,266,36,1,S08_01_NoNDRT_CANData
105,9,162,18,2,S08_01_conversation_CANData
114,12,229,29,1,S08_01_drink_CANData
0,0,124,22,1,S08_01_texting_CANData
54,3,252,48,2,S08_02_Movie_CANData
187,12,265,21,1,S08_02_NoNDRT_CANData
88,14,189,37,1,S08_02_conversation_CANData
75,15,148,31,1,S08_02_drink_CANData
126,9,222,33,2,S08_02_texting_CANData
84,12,199,37,2,S08_03_Movie_CANData
212,13,260,19,0,S08_03_NoNDRT_CANData
117,10,208,14,1,S08_03_conversation_CANData
97,14,208,25,1,S08_03_drink_CANData
141,9,252,30,2,S08_03_texting_CANData
0,0,270,9,1,S09_01_Movie_CANData
138,12,207,21,2,S09_01_NoNDRT_CANData
30,8,55,13,2,S09_01_conversation_CANData
141,12,264,27,2,S09_01_drink_CANData
32,6,68,17,2,S09_01_texting_CANData
18,3,69,12,1,S09_02_Movie_CANData
91,11,226,29,1,S09_02_NoNDRT_CANData
44,11,143,38,1,S09_02_conversation_CANData
72,3,198,6,2,S09_02_drink_CANData
12,3,78,15,2,S09_02_texting_CANData
0,0,44,7,2,S09_03_Movie_CANData
33,2,135,18,0,S09_03_NoNDRT_CANData
3,3,78,6,1,S09_03_conversation_CANData
67,17,165,32,1,S09_03_drink_CANData
36,6,59,14,2,S09_03_texting_CANData
168,13,302,25,2,S10_01_Movie_CANData
298,16,322,21,2,S10_01_NoNDRT_CANData
144,15,264,24,2,S10_01_conversation_CANData
226,18,238,21,2,S10_01_drink_CANData
381,21,462,33,2,S10_01_texting_CANData
165,18,275,26,2,S10_02_Movie_CANData
42,9,51,12,0,S10_02_NoNDRT_CANData
112,13,155,21,0,S10_02_conversation_CANData
204,14,216,17,2,S10_02_drink_CANData
132,9,208,25,2,S10_02_texting_CANData
114,9,261,18,2,S10_03_Movie_CANData
180,12,249,21,0,S10_03_NoNDRT_CANData
55,7,101,14,0,S10_03_conversation_CANData
74,8,125,14,0,S10_03_drink_CANData
60,6,66,12,0,S10_03_texting_CANData
51,3,285,15,1,S11_01_Movie_CANData
115,12,267,32,1,S11_01_NoNDRT_CANData
133,9,249,24,1,S11_01_conversation_CANData
173,19,266,28,2,S11_01_drink_CANData
84,6,105,12,2,S11_01_texting_CANData
60,3,284,7,1,S11_02_Movie_CANData
279,9,288,12,1,S11_02_NoNDRT_CANData
128,16,191,22,0,S11_02_conversation_CANData
154,14,241,26,2,S11_02_drink_CANData
6,3,6,3,2,S11_02_texting_CANData
6,3,9,6,2,S11_03_Movie_CANData
254,8,293,17,1,S11_03_NoNDRT_CANData
45,6,51,9,0,S11_03_conversation_CANData
68,7,68,7,2,S11_03_drink_CANData
108,3,111,6,2,S11_03_texting_CANData
130,17,130,17,0,S12_01_NoNDRT_CANData
82,10,94,19,1,S12_01_conversation_CANData
152,10,155,13,2,S12_01_drink_CANData
27,3,42,6,2,S12_01_texting_CANData
48,3,48,3,2,S12_02_Movie_CANData
110,8,113,11,1,S12_02_NoNDRT_CANData
56,15,58,17,2,S12_02_conversation_CANData
111,7,111,7,2,S12_02_drink_CANData
21,6,24,9,2,S12_02_texting_CANData
100,8,102,10,2,S12_03_Movie_CANData
225,12,225,12,2,S12_03_NoNDRT_CANData
23,14,23,14,1,S12_03_conversation_CANData
67,7,67,7,2,S12_03_drink_CANData
30,6,30,6,2,S12_03_texting_CANData
81,6,429,18,2,S13_01_Movie_CANData
140,11,291,24,1,S13_01_NoNDRT_CANData
60,8,125,24,2,S13_01_conversation_CANData
0,0,87,21,2,S13_01_drink_CANData
51,6,81,18,2,S13_01_texting_CANData
37,9,158,19,1,S13_02_Movie_CANData
71,4,253,28,0,S13_02_NoNDRT_CANData
34,2,62,15,1,S13_02_conversation_CANData
21,3,95,15,2,S13_02_drink_CANData
3,3,14,7,2,S13_02_texting_CANData
63,6,342,15,2,S13_03_Movie_CANData
95,16,158,26,1,S13_03_NoNDRT_CANData
177,19,267,31,1,S13_03_conversation_CANData
0,0,0,0,2,S13_03_drink_CANData
6,6,84,15,2,S13_03_texting_CANData
57,6,60,9,2,S14_01_Movie_CANData
103,25,160,37,0,S14_01_NoNDRT_CANData
139,6,185,16,1,S14_01_conversation_CANData
104,7,119,14,0,S14_01_drink_CANData
48,15,57,21,0,S14_01_texting_CANData
36,6,39,9,0,S14_02_Movie_CANData
168,12,196,25,0,S14_02_NoNDRT_CANData
142,22,151,31,0,S14_02_conversation_CANData
66,9,72,15,0,S14_02_drink_CANData
69,6,102,18,0,S14_02_texting_CANData
69,7,112,18,2,S14_03_Movie_CANData
118,19,144,29,0,S14_03_NoNDRT_CANData
56,11,86,17,0,S14_03_conversation_CANData
47,5,59,8,0,S14_03_drink_CANData
36,12,39,15,0,S14_03_texting_CANData
102,6,331,25,2,S15_01_Movie_CANData
224,8,287,20,1,S15_01_NoNDRT_CANData
70,9,91,22,2,S15_01_conversation_CANData
77,4,220,20,0,S15_01_drink_CANData
92,9,215,18,2,S15_01_texting_CANData
51,6,231,21,0,S15_02_Movie_CANData
109,6,209,24,0,S15_02_NoNDRT_CANData
200,9,245,24,1,S15_02_conversation_CANData
137,8,236,20,1,S15_02_drink_CANData
104,5,177,13,1,S15_02_texting_CANData
57,6,318,15,2,S15_03_Movie_CANData
249,12,282,18,1,S15_03_NoNDRT_CANData
83,22,98,28,1,S15_03_conversation_CANData
99,9,220,24,0,S15_03_drink_CANData
78,6,168,15,0,S15_03_texting_CANData
131,6,320,20,2,S16_01_Movie_CANData
208,7,267,21,1,S16_01_NoNDRT_CANData
144,15,234,27,2,S16_01_conversation_CANData
138,11,195,23,2,S16_01_drink_CANData
130,15,238,33,2,S16_01_texting_CANData
9,6,9,6,0,S16_02_Movie_CANData
101,9,243,17,0,S16_02_NoNDRT_CANData
160,8,305,29,1,S16_02_conversation_CANData
102,10,213,25,1,S16_02_drink_CANData
125,18,197,30,2,S16_02_texting_CANData
111,13,195,30,2,S16_03_Movie_CANData
170,10,254,25,0,S16_03_NoNDRT_CANData
45,3,66,6,0,S16_03_conversation_CANData
146,16,245,27,2,S16_03_drink_CANData
56,20,117,33,2,S16_03_texting_CANData
180,9,288,27,1,S17_01_Movie_CANData
199,12,298,30,1,S17_01_NoNDRT_CANData
183,9,276,24,1,S17_01_conversation_CANData
128,7,250,17,0,S17_01_drink_CANData
108,15,231,24,1,S17_01_texting_CANData
141,9,246,18,0,S17_02_Movie_CANData
150,9,270,18,1,S17_02_NoNDRT_CANData
119,4,161,18,1,S17_02_conversation_CANData
110,17,262,38,1,S17_02_drink_CANData
88,16,201,45,2,S17_02_texting_CANData
258,9,324,12,2,S17_03_Movie_CANData
187,13,236,18,0,S17_03_NoNDRT_CANData
194,11,281,22,1,S17_03_conversation_CANData
117,12,245,25,0,S17_03_drink_CANData
44,9,160,38,0,S17_03_texting_CANData
24,3,166,52,1,S18_01_Movie_CANData
200,18,246,28,1,S18_01_NoNDRT_CANData
72,9,171,24,2,S18_01_conversation_CANData
145,18,173,28,2,S18_01_drink_CANData
51,3,66,12,2,S18_01_texting_CANData
0,0,135,17,1,S18_02_Movie_CANData
120,11,231,16,1,S18_02_NoNDRT_CANData
57,6,129,12,1,S18_02_conversation_CANData
45,9,254,26,1,S18_02_drink_CANData
39,9,108,21,2,S18_02_texting_CANData
104,11,199,20,0,S18_03_NoNDRT_CANData
0,0,58,10,0,S18_03_conversation_CANData
0,0,181,16,0,S18_03_drink_CANData
0,0,159,48,2,S18_03_texting_CANData
97,12,336,33,2,S19_01_Movie_CANData
279,14,408,26,2,S19_01_NoNDRT_CANData
124,14,190,26,2,S19_01_conversation_CANData
179,12,267,25,1,S19_01_drink_CANData
106,11,189,25,2,S19_01_texting_CANData
90,15,288,36,2,S19_02_Movie_CANData
95,10,194,29,0,S19_02_NoNDRT_CANData
103,8,231,23,1,S19_02_conversation_CANData
183,9,276,27,2,S19_02_drink_CANData
172,14,255,31,2,S19_02_texting_CANData
90,6,366,15,2,S19_03_Movie_CANData
109,8,221,17,0,S19_03_NoNDRT_CANData
195,9,291,18,1,S19_03_conversation_CANData
137,7,284,21,2,S19_03_drink_CANData
69,8,166,24,2,S19_03_texting_CANData
51,12,223,23,1,S20_01_Movie_CANData
161,12,212,24,0,S20_01_NoNDRT_CANData
116,9,146,21,0,S20_01_conversation_CANData
33,3,57,6,0,S20_01_drink_CANData
121,9,163,21,0,S20_01_texting_CANData
57,9,310,32,2,S20_02_Movie_CANData
161,13,214,24,0,S20_02_NoNDRT_CANData
112,9,162,16,0,S20_02_conversation_CANData
238,12,280,24,1,S20_02_drink_CANData
90,6,159,21,0,S20_02_texting_CANData
105,9,336,33,2,S20_03_Movie_CANData
135,8,168,17,0,S20_03_NoNDRT_CANData
81,3,121,10,0,S20_03_conversation_CANData
105,8,163,16,0,S20_03_drink_CANData
51,9,108,21,0,S20_03_texting_CANData
30,3,39,9,2,S21_01_Movie_CANData
204,10,225,28,1,S21_01_NoNDRT_CANData
123,15,165,27,0,S21_01_conversation_CANData
115,17,163,33,1,S21_01_drink_CANData
54,9,69,18,1,S21_01_texting_CANData
30,6,60,27,0,S21_02_Movie_CANData
127,19,169,34,0,S21_02_NoNDRT_CANData
148,15,158,25,0,S21_02_conversation_CANData
69,6,72,9,0,S21_02_drink_CANData
107,16,116,25,2,S21_02_texting_CANData
0,0,0,0,2,S21_03_Movie_CANData
134,11,139,16,0,S21_03_NoNDRT_CANData
0,0,0,0,0,S21_03_conversation_CANData
84,6,93,12,0,S21_03_drink_CANData
21,6,21,6,1,S21_03_texting_CANData
3,3,3,3,2,S22_01_Movie_CANData
147,12,316,30,2,S22_01_NoNDRT_CANData
24,9,36,18,2,S22_01_drink_CANData
0,0,0,0,2,S22_01_texting_CANData
3,3,138,36,2,S22_02_Movie_CANData
0,0,3,3,1,S22_02_NoNDRT_CANData
3,3,12,9,1,S22_02_conversation_CANData
0,0,18,12,2,S22_02_drink_CANData
75,3,288,27,1,S22_02_texting_CANData
0,0,0,0,2,S22_03_Movie_CANData
79,6,270,44,1,S22_03_NoNDRT_CANData
6,6,94,10,2,S22_03_drink_CANData
0,0,15,12,2,S22_03_texting_CANData
42,12,239,30,2,S23_01_Movie_CANData
110,6,181,23,1,S23_01_NoNDRT_CANData
51,9,126,33,2,S23_01_conversation_CANData
18,12,57,27,2,S23_01_drink_CANData
54,18,60,24,2,S23_01_texting_CANData
3,3,78,30,2,S23_02_Movie_CANData
198,33,232,61,1,S23_02_NoNDRT_CANData
6,6,6,6,2,S23_02_conversation_CANData
135,12,141,18,2,S23_02_drink_CANData
63,18,113,47,2,S23_02_texting_CANData
6,6,33,27,2,S23_03_Movie_CANData
207,25,261,49,2,S23_03_NoNDRT_CANData
30,24,48,42,1,S23_03_conversation_CANData
85,23,179,46,2,S23_03_drink_CANData
54,29,125,73,2,S23_03_texting_CANData
118,26,383,42,2,S24_01_Movie_CANData
92,28,104,37,1,S24_01_NoNDRT_CANData
6,3,9,6,1,S24_01_conversation_CANData
66,13,96,19,0,S24_01_drink_CANData
0,0,0,0,1,S24_01_texting_CANData
21,12,21,12,0,S24_02_NoNDRT_CANData
0,0,0,0,0,S24_02_conversation_CANData
39,22,63,28,0,S24_02_drink_CANData
0,0,0,0,2,S24_02_texting_CANData
45,6,51,9,1,S24_03_Movie_CANData
0,0,0,0,0,S24_03_NoNDRT_CANData
0,0,0,0,0,S24_03_conversation_CANData
0,0,0,0,0,S24_03_drink_CANData
21,6,30,12,0,S24_03_texting_CANData
124,4,185,9,0,S25_01_Movie_CANData
229,4,236,5,0,S25_01_NoNDRT_CANData
205,5,241,13,0,S25_01_conversation_CANData
189,11,249,22,0,S25_01_drink_CANData
153,14,250,35,0,S25_01_texting_CANData
129,5,221,20,0,S25_02_Movie_CANData
228,11,235,18,0,S25_02_NoNDRT_CANData
181,21,202,28,0,S25_02_conversation_CANData
174,9,183,12,0,S25_02_drink_CANData
106,9,139,27,0,S25_02_texting_CANData
192,9,234,21,0,S25_03_NoNDRT_CANData
180,10,217,23,0,S25_03_conversation_CANData
119,15,193,22,0,S25_03_drink_CANData
0,0,75,39,0,S25_03_texting_CANData
129,9,318,32,2,S26_01_Movie_CANData
228,15,249,30,1,S26_01_NoNDRT_CANData
113,6,210,19,0,S26_01_conversation_CANData
140,11,215,29,1,S26_01_drink_CANData
129,12,210,36,2,S26_01_texting_CANData
150,12,310,22,2,S26_02_Movie_CANData
189,12,234,21,0,S26_02_NoNDRT_CANData
87,9,159,27,0,S26_02_conversation_CANData
148,12,213,20,1,S26_02_drink_CANData
84,18,119,32,1,S26_02_texting_CANData
133,13,211,31,0,S26_03_NoNDRT_CANData
81,9,105,15,0,S26_03_conversation_CANData
146,10,201,23,0,S26_03_drink_CANData
159,9,180,18,1,S26_03_texting_CANData
236,12,338,26,2,S27_01_Movie_CANData
243,11,294,20,1,S27_01_NoNDRT_CANData
308,20,400,40,2,S27_01_conversation_CANData
194,10,230,19,1,S27_01_drink_CANData
170,16,218,25,2,S27_01_texting_CANData
99,6,254,18,1,S27_02_Movie_CANData
231,12,312,18,1,S27_02_NoNDRT_CANData
260,14,293,20,1,S27_02_conversation_CANData
228,9,270,15,1,S27_02_drink_CANData
138,9,177,21,2,S27_02_texting_CANData
91,14,393,25,2,S27_03_Movie_CANData
185,10,275,16,1,S27_03_NoNDRT_CANData
219,19,264,25,2,S27_03_conversation_CANData
147,13,207,27,1,S27_03_drink_CANData
132,9,159,15,2,S27_03_texting_CANData
9,3,321,23,2,S28_01_Movie_CANData
149,8,281,20,1,S28_01_NoNDRT_CANData
37,3,46,4,1,S28_01_conversation_CANData
105,8,210,34,1,S28_01_drink_CANData
12,9,60,18,2,S28_01_texting_CANData
36,3,257,32,2,S28_02_Movie_CANData
67,10,143,32,0,S28_02_NoNDRT_CANData
26,9,83,24,2,S28_02_conversation_CANData
139,11,262,24,1,S28_02_drink_CANData
75,3,111,12,2,S28_02_texting_CANData
6,6,18,18,2,S28_03_Movie_CANData
142,7,271,23,1,S28_03_NoNDRT_CANData
97,23,127,35,1,S28_03_conversation_CANData
63,12,81,24,1,S28_03_drink_CANData
60,3,108,21,1,S28_03_texting_CANData
20,7,99,16,0,S29_01_Movie_CANData
87,15,87,15,0,S29_01_NoNDRT_CANData
13,8,16,11,2,S29_01_conversation_CANData
203,14,254,23,0,S29_01_drink_CANData
84,12,138,24,1,S29_01_texting_CANData
69,13,102,25,0,S29_02_Movie_CANData
237,21,252,24,1,S29_02_NoNDRT_CANData
0,0,0,0,0,S29_02_conversation_CANData
0,0,6,3,2,S29_02_drink_CANData
45,9,45,9,2,S29_02_texting_CANData
66,9,177,21,2,S29_03_Movie_CANData
159,10,183,16,0,S29_03_NoNDRT_CANData
7,7,7,7,0,S29_03_conversation_CANData
105,8,111,11,1,S29_03_drink_CANData
51,3,54,6,2,S29_03_texting_CANData
6,3,291,21,2,S30_01_Movie_CANData
165,8,321,23,2,S30_01_NoNDRT_CANData
12,6,155,16,2,S30_01_conversation_CANData
103,11,169,26,2,S30_01_drink_CANData
123,15,297,27,2,S30_01_texting_CANData
47,5,273,15,1,S30_02_Movie_CANData
68,4,286,16,1,S30_02_NoNDRT_CANData
153,11,289,21,2,S30_02_conversation_CANData
67,6,127,15,1,S30_02_drink_CANData
54,3,225,15,1,S30_02_texting_CANData
6,6,132,21,2,S30_03_Movie_CANData
159,10,267,16,1,S30_03_NoNDRT_CANData
100,10,237,17,0,S30_03_conversation_CANData
0,0,183,3,1,S30_03_drink_CANData
63,12,129,27,2,S30_03_texting_CANData
24,6,93,12,0,S31_01_Movie_CANData
159,13,225,22,1,S31_01_NoNDRT_CANData
0,0,0,0,0,S31_01_conversation_CANData
57,9,63,15,0,S31_01_drink_CANData
111,12,117,15,0,S31_01_texting_CANData
0,0,27,9,0,S31_02_Movie_CANData
62,13,62,13,0,S31_02_NoNDRT_CANData
15,6,17,8,0,S31_02_conversation_CANData
0,0,0,0,1,S31_02_drink_CANData
90,12,105,15,0,S31_02_texting_CANData
198,24,351,33,2,S31_03_Movie_CANData
87,6,90,9,0,S31_03_NoNDRT_CANData
0,0,0,0,0,S31_03_conversation_CANData
0,0,0,0,0,S31_03_drink_CANData
93,6,111,9,0,S31_03_texting_CANData
99,6,222,22,0,S32_01_Movie_CANData
255,6,270,12,0,S32_01_NoNDRT_CANData
162,11,241,24,1,S32_01_conversation_CANData
69,3,147,23,0,S32_01_drink_CANData
120,6,195,15,1,S32_01_texting_CANData
120,6,195,15,1,S32_01_texting_CANData_DESKTOP-59B5B6O_9-30-155828-2018_Conflict
69,3,300,9,1,S32_02_Movie_CANData
235,8,274,14,1,S32_02_NoNDRT_CANData
23,4,29,7,1,S32_02_conversation_CANData
181,8,277,17,1,S32_02_drink_CANData
174,6,204,18,1,S32_02_texting_CANData
51,3,251,19,0,S32_03_Movie_CANData
260,10,272,13,1,S32_03_NoNDRT_CANData
236,9,248,18,1,S32_03_conversation_CANData
114,12,138,18,0,S32_03_drink_CANData
126,6,171,18,0,S32_03_texting_CANData
129,6,222,15,0,S33_01_Movie_CANData
100,13,189,19,1,S33_01_NoNDRT_CANData
31,4,193,24,0,S33_01_conversation_CANData
24,9,45,21,0,S33_01_drink_CANData
21,3,120,6,2,S33_01_texting_CANData
0,0,0,0,2,S33_02_Movie_CANData
37,8,67,14,0,S33_02_NoNDRT_CANData
42,6,54,9,0,S33_02_conversation_CANData
75,3,75,3,1,S33_02_drink_CANData
33,3,57,15,1,S33_02_texting_CANData
24,6,141,9,2,S33_03_Movie_CANData
0,0,21,6,0,S33_03_NoNDRT_CANData
0,0,57,3,0,S33_03_conversation_CANData
122,14,164,20,0,S33_03_drink_CANData
0,0,0,0,0,S33_03_texting_CANData
101,14,134,20,0,S34_01_NoNDRT_CANData
126,8,204,29,0,S34_01_conversation_CANData
96,12,183,30,2,S34_01_drink_CANData
0,0,0,0,2,S34_01_texting_CANData
23,5,171,26,1,S34_02_Movie_CANData
98,8,197,29,0,S34_02_NoNDRT_CANData
74,19,108,35,1,S34_02_conversation_CANData
150,12,234,23,1,S34_02_drink_CANData
57,9,57,9,1,S34_02_texting_CANData
41,13,300,58,2,S34_03_Movie_CANData
119,16,179,34,0,S34_03_NoNDRT_CANData
97,11,136,17,1,S34_03_conversation_CANData
144,16,207,28,1,S34_03_drink_CANData
33,3,51,9,2,S34_03_texting_CANData
138,6,368,28,2,S35_01_Movie_CANData
168,9,207,21,2,S35_01_NoNDRT_CANData
116,4,122,7,1,S35_01_conversation_CANData
195,13,218,18,2,S35_01_drink_CANData
139,10,193,28,2,S35_01_texting_CANData
126,6,293,14,2,S35_02_Movie_CANData
3,3,3,3,1,S35_02_NoNDRT_CANData
69,10,213,49,1,S35_02_conversation_CANData
111,12,193,26,1,S35_02_drink_CANData
174,12,216,18,2,S35_02_texting_CANData
75,3,96,9,1,S35_03_Movie_CANData
7,4,37,16,1,S35_03_NoNDRT_CANData
4,4,7,7,0,S35_03_conversation_CANData
23,6,42,16,1,S35_03_drink_CANData
5,5,6,6,1,S35_03_texting_CANData
33,6,45,9,2,S36_01_Movie_CANData
214,16,256,25,0,S36_01_NoNDRT_CANData
120,19,207,32,2,S36_01_conversation_CANData
226,18,253,21,1,S36_01_drink_CANData
75,12,177,33,2,S36_01_texting_CANData
30,6,48,12,2,S36_02_Movie_CANData
275,18,275,18,1,S36_02_NoNDRT_CANData
66,12,160,31,1,S36_02_conversation_CANData
202,15,255,24,0,S36_02_drink_CANData
9,9,12,12,1,S36_02_texting_CANData
24,3,24,3,2,S36_03_Movie_CANData
176,12,227,18,0,S36_03_NoNDRT_CANData
6,2,46,8,1,S36_03_conversation_CANData
149,14,254,27,1,S36_03_drink_CANData
39,9,54,15,1,S36_03_texting_CANData
